Gene,Score
TRIM23,0.020667
AKAP12,-0.041968
RDH14,0.0050598
PM20D2,0.015208
KIR3DL3,-0.032271
CFL2,-0.155
SH3BP1,0.072673
ECE2,-0.010517
PRIM2,0.78178
SOX9,-0.052562
MTFR1L,0.0873
GTSE1,0.10788
STOML2,-0.047076
SNX10,0.15789
NEU2,0.015282
CSPG4,-0.022444
PTPRZ1,0.025006
ANKRD34A,-0.024949
CCR4,-0.16729
HMGN1,0.051476
IGLL1,-0.055664
DPY19L2,-0.057235
HMGB4,-0.091835
METTL16,-0.026772
KIF2C,-0.13151
STRC,-0.091408
ITGA8,-0.016555
CHST7,0.065161
MYO5B,-0.051659
GRIPAP1,-0.11929
ESM1,-0.10163
FAM171A1,-0.034315
TBX1,0.097547
MROH2A,-0.16045
FZD3,0.12294
TRIM69,0.15656
TP53I3,0.036151
CXorf51A,0.0091957
ITGB7,-0.01396
NR1D2,-0.093799
CES1,-0.16267
TRANK1,-0.046504
TPST1,0.041057
C18orf8,-0.14981
PHF11,0.038745
URI1,0.092842
DSCAM,0.068373
OR10A3,-0.05493
TMCC2,-0.0077972
OR12D3,0.049036
ADAM33,-0.074742
TXNRD2,-0.046036
KCNMB1,0.14972
SPINK1,-0.060023
HIST1H2AL,0.029487
SPATA31A6,0.19272
UPP1,0.026207
ERCC3,0.10377
FGFBP1,0.082635
ISOC2,-0.081119
FDX1,-0.0085409
GLRA4,0.12023
CTBP2,-0.052416
PIGY,-0.035339
SEPT14,-0.084346
C9orf16,0.13635
EPHB6,0.03009
VCY,0.0020921
TOX,0.029981
MTCH2,-0.014063
GPD2,0.10021
FAM229A,-0.10719
VSTM5,0.0032374
KRTAP5-6,0.19794
REEP6,-0.053506
ATAD2B,0.095275
ST18,-0.057739
LCE4A,-0.018727
FGF18,0.0080888
IGLL5,-0.0996
MPZL1,-0.037797
RNASE3,0.17466
FAM189A2,-0.02832
TMEM9B,-0.18602
TPI1,-0.20977
ZNF835,0.30204
GTF2A1,-0.11844
GZMB,0.069599
IGSF8,-0.14367
SYT17,0.040779
SPAG4,0.17994
OSM,0.23835
HIC2,0.097697
DRC7,-0.097118
ERCC6L2,-0.12974
TMEM206,-0.11967
SHOX,0.05685
HSPG2,0.13717
SEL1L3,-0.057609
OR1L3,0.20957
CHIT1,-0.10366
SIGLEC7,-0.047244
LAMP1,0.10136
ADGRF3,0.033169
CACNB4,0.0313
ADPRH,-0.076189
OR5M8,0.026248
CFAP221,0.10858
GORASP1,-0.052833
RNF169,-0.075985
TMEM107,-0.085255
SCP2,0.021042
PGBD4,0.080592
ARAP2,-0.0033119
ZNF558,0.16419
TCF15,-0.02643
MGST3,-0.11535
LGR5,0.11558
SLC7A10,0.070729
CPSF4L,-0.063274
MAGED4B,0.11562
VMO1,-0.011169
SGMS1,-0.068433
AFG1L,-0.036131
ZNF117,-0.10071
ADGRD1,-0.06379
SRSF3,0.0073651
INPP4A,-0.013109
TRPV2,-0.046123
C17orf105,-0.12492
ROS1,0.0019805
LOC100130357,0.070256
RSPH6A,0.037122
LEFTY1,0.014962
CNTN5,-0.068921
IMPDH1,-0.030615
DUSP26,0.029138
GDF1,0.036291
WHAMM,0.016669
MYH1,0.1794
OGFR,0.0022409
HMGB2,-0.12911
LOC283710,-0.073903
TMEM155,0.0092073
PTHLH,-0.14364
PLEKHF1,-0.05256
MRPS18C,0.16272
MORN4,0.16514
ANKIB1,0.0085406
NHS,-0.104
COL8A2,0.27179
TTC38,0.057315
MAP2K5,-0.10372
PTPRH,0.057317
FAT3,-0.050626
STMN3,-0.023495
CYP2E1,0.021812
PCSK7,0.01012
NDUFAF5,0.0057718
SIDT2,-0.039494
SLC4A3,-0.060075
SEC31A,0.09317
PGM5,-0.096993
QRFPR,0.13719
TMEM59L,-0.00017635
ZNF41,-0.049461
TANGO6,0.096793
COTL1,-0.026729
LRRC46,-0.1381
TTC27,0.23842
PNO1,0.42466
DPRX,-0.024793
MAGED2,-0.033671
RAF1,0.22884
RPL22L1,0.13608
HTR1B,0.01757
KCND2,-0.039075
ZNF410,-0.10611
LIPA,0.016826
ATXN10,-0.060744
PRORY,0.039079
NRSN2,0.11226
LOC100129216,-0.029678
APOBEC3F,-0.038334
UBD,0.020308
TRIT1,0.043709
FAM156B,0.09992
GALK2,0.082471
AQP8,0.035515
ABI1,0.028006
OTUD1,0.2167
TPSD1,-0.11131
C4A,-0.041024
HDC,0.020165
CCDC175,0.10326
PLCXD2,-0.026864
KIF27,-0.08894
NUDT22,-0.0025314
PFDN4,0.16009
PARD6B,-0.047607
MICB,0.024311
TAF1L,0.20809
CNOT4,-0.01786
CCR5,0.10452
SLC25A1,-0.046797
GYG2,-0.12111
RNF215,0.22043
MAN1A1,0.080758
MPPED1,0.041895
WDR90,-0.0024695
ZNF282,-0.013652
CTTNBP2,-0.068031
PRSS48,0.035163
MCUR1,0.069176
RASGRF1,-0.099683
CAPG,0.047829
ZNF594,0.026165
COPS3,0.15958
DAPK3,0.05561
ARSA,0.08316
VSIG1,0.0037856
SAV1,0.048007
WEE1,-0.17798
TMEM126A,-0.14184
NSMAF,0.049168
GSK3B,-0.070169
INTS1,0.011794
MARCH4,-0.094114
ZCCHC10,0.082134
BAG2,-0.062903
EFS,0.0029524
NAPB,-0.14639
CAMLG,-0.0052692
IFT172,0.15362
GPT,-0.11038
L3MBTL4,-0.053893
ANKK1,0.056427
SENP1,0.06458
C12orf73,0.070006
REG1A,0.049866
FAM214A,0.095356
CCDC90B,-0.14376
COX18,-0.031772
SORBS3,-0.052011
LDHB,0.017234
RPL28,0.33858
NOVA1,-0.0017863
ZNF219,-0.074645
SFMBT1,-0.14599
ZNF778,0.12796
CYTH2,-0.0058917
ZNF385A,-0.11075
DCST1,0.013583
KRTAP24-1,-0.086202
KCNS1,-0.0069124
ZNF329,0.03492
HEPH,0.011088
WNT7B,0.04432
NCK2,0.010794
C8G,0.01995
ZNF257,-0.083805
KIRREL2,-0.111
TRPC1,0.12543
TMC4,-0.075993
DEFB134,-0.025304
PTK7,0.030993
PNCK,0.031932
CYP27C1,-0.1094
TEKT4,-0.092504
SFTPD,0.051771
C5orf51,-0.040973
UBXN11,0.025495
ZPBP2,-0.0089014
RILPL2,-0.14329
UBXN2A,0.054153
ZNF865,0.14204
BMI1,-0.048268
GTDC1,-0.041734
CHL1,0.092754
RANBP9,-0.016859
GOLGA6L1,-0.042417
BRF1,-0.14445
SELENOW,0.045376
UGDH,-0.065499
PTGR1,-0.023564
PTCH1,0.016277
ATN1,-0.0093127
AK5,0.097865
FSD2,-0.17154
LAMB1,-0.12066
USP17L24,0.061582
CLASRP,0.14894
BUB1,0.099761
TFAP2C,0.12506
TGIF2LY,0.086853
SLC30A1,-0.02475
ZNF683,0.022659
BCLAF1,-0.07096
SELENOK,0.10357
CYP1B1,-0.057519
CGREF1,0.12761
INSR,0.036654
MCOLN2,-0.1124
ZNF236,0.31056
OR51B6,0.21294
TRIM17,0.0649
TRIP10,0.11838
MCEE,0.15771
SLC4A9,0.041494
AKIRIN2,0.17062
MGAT2,0.22065
TXNRD3NB,-0.19518
SFRP2,-0.11155
PHC2,-0.038284
HOMER3,0.22804
FAAP24,0.064242
UGT1A10,-0.059253
S100A13,-0.15488
NPDC1,-0.13296
SHH,0.13141
ACPP,0.060714
CNPY1,0.011344
MTX1,-0.048314
OR5AN1,-0.079092
PAGE2B,-0.0032307
MMP14,-0.13132
SLITRK1,-0.019421
YPEL4,0.037823
HIST3H2A,-0.10431
VPS33B,0.0025671
MS4A18,-0.011659
ZNF740,0.058713
PRICKLE1,-0.075415
ERN2,-0.10646
RHBDL3,-0.0010661
GPC4,0.085913
ZNF665,0.13305
ZNF544,-0.023407
WDR19,-0.025021
CERS3,-0.028472
CMTR1,0.0032747
LCE3A,-0.06245
OR4D9,0.34143
RIMBP2,-0.077441
PCYT1B,0.027387
FBXL21,-0.11098
BMP3,-0.043738
PLOD3,0.0054119
ADM,-0.038925
SLC2A5,-0.12924
LATS1,-0.024107
FNDC9,-0.062885
RGS22,-0.038075
AAR2,0.11963
HAS2,-0.019915
HOXB3,0.28592
LRIG2,-0.024438
NAPSA,0.15764
GANC,-0.064923
NXF2,0.091704
CCDC9,-0.02742
IL1RN,-0.072438
SSH2,0.25161
SLC27A6,0.0060702
SPATA20,0.095133
DDIAS,-0.02146
MSANTD1,0.055002
IGLON5,0.0032396
AP1B1,-0.00012836
KCNAB2,-0.0099158
CEMP1,0.027264
ARHGAP21,-0.052583
PCDHGA3,0.13868
LGALS7B,-0.14006
XYLT2,-0.0016836
NEUROD4,-0.0017449
C11orf1,0.019186
OXNAD1,-0.011531
RUFY1,0.067418
INSIG1,-0.03679
COMMD6,-0.059755
CAPN3,0.047437
FAM149A,-0.018592
ELAVL4,-0.067578
SECISBP2,0.055356
ZNF460,0.0030716
ACAT1,0.10771
CTCFL,-0.047954
SKIDA1,-0.064918
SLC22A9,-0.0036057
SOGA1,0.13141
BRINP2,0.10402
CEP83,0.043034
IL20RA,-0.10406
TRA2A,0.11747
MCF2,-0.023478
GAGE12E,-0.044735
HDHD2,0.15307
ADPRHL1,-0.013713
PSMB1,0.079603
C8orf87,-0.016796
ZNF608,0.051423
MPPE1,-0.05778
FBXL2,-0.14081
ANKRD10,0.030107
SRY,0.11368
CNR1,-0.017654
NPY5R,-0.031313
LEXM,-0.027306
GALR3,-0.023529
TPSG1,-0.052089
C1orf122,0.14016
SLC25A29,-0.079329
C14orf177,0.21217
TTC32,-0.064272
YIPF6,0.16725
MILR1,0.0070069
RENBP,-0.089113
TAF9,-0.063067
ZNF251,0.12829
MPC2,-0.011436
GRXCR2,0.0017392
PPP4R4,-0.10975
ALG1L2,0.20005
MAVS,0.25278
YBX2,0.10243
FASN,-0.095466
PFKFB1,-0.040114
LIN28B,-0.034168
F2RL1,0.035087
C5orf42,-0.0090658
FRMD3,-0.045063
DUSP9,0.21114
DISP2,0.098015
SS18,-0.12863
EN1,-0.053504
KDELR3,-0.024196
KLC3,0.022576
BIVM-ERCC5,0.088727
MMRN1,-0.014993
ATP2B4,0.20813
ZNF180,-0.015058
ATG3,-0.092292
GABRG2,0.063683
FGF20,0.1046
KLK7,0.028708
ANO10,0.082223
ZNF681,-0.0083906
MCOLN1,0.064964
GOLGA6L9,-0.046965
KCNJ9,-0.053706
PTP4A1,0.068882
PCDH10,0.012308
NEUROG1,0.0087209
NCF4,-0.088531
INSM2,-0.055297
MPDU1,-0.15467
RAI14,0.039218
EMC7,0.080152
RNF103-CHMP3,0.067836
WFDC12,-0.12304
CEACAM18,-0.10733
RBM19,0.14128
DYNC1LI2,-0.0055868
TUBB,-0.037743
PHYH,0.18245
C6orf226,-0.14267
RSPO3,-0.018662
CPEB3,-0.047388
TAS2R42,-0.056317
TAF6,-0.1379
COX7A2L,0.15108
SLC52A1,-0.073542
CYP2J2,0.19416
KLK8,-0.013226
GLS2,-0.0327
QSER1,0.041725
GUCY2D,-0.084905
NPHS2,0.20228
SNUPN,0.10295
MDM2,0.014912
GPX3,0.11252
MYO1B,0.018963
OR10C1,-0.033318
KCTD16,-0.053259
C5orf63,0.024485
PTER,0.039495
IRX6,-0.0078054
ZSWIM3,-0.11102
ZMYM2,0.010125
AQP11,0.15064
PPM1A,0.021451
ZNF581,-0.015236
RGS8,0.13391
COL1A1,0.099527
RBM4,-0.077037
TREM1,0.03708
DCTN4,0.049152
ZNF615,0.042101
TEX14,-0.069054
LY96,0.011271
SSTR2,0.096392
VEPH1,-0.071657
STX2,0.18135
TMEM99,0.020613
RPUSD2,0.13745
FLOT1,-0.0061212
DNAJC13,0.036483
ENPP2,0.15357
IGFBP4,-0.055416
USP5,0.3419
CNKSR3,-0.015263
TNRC6A,-0.08605
TLE3,-0.032966
LRRIQ1,0.069078
GIPC2,-0.040969
HIST1H1C,-0.084633
SLC26A2,0.085464
CYP2C19,0.03231
USP9X,-0.037994
DEFB107A,-0.079037
LBR,-0.13107
HPS4,0.027359
HSPB2,-0.13952
PHKB,-0.11781
MMAB,-0.044388
XK,0.10902
ZNF227,0.044901
MCM5,0.4335
LOC102724265,0.010938
DPP10,0.063655
PRAMEF13,0.068115
CYTL1,0.015769
GPR148,0.029223
DNAJC17,0.041301
UNC5C,0.11117
ZFP62,0.08181
CENPS,-0.1022
SULF1,-0.094962
CCDC129,-0.025392
C11orf97,0.0724
ADAMTS10,-0.015686
STRIP1,-0.019402
EXT2,-0.1193
SULT1A2,0.053262
USP17L11,0.01473
SPDEF,-0.041495
CPLX4,0.17438
CDK7,0.20938
HSD11B1,-0.16513
GLB1L3,0.069103
PDRG1,-0.15973
RIT2,0.071726
RSPH1,0.026766
RIT1,0.098699
LOC101927844,-0.046388
SEC24B,0.013702
EIF4EBP2,-0.041137
RPL11,0.046221
DNTT,0.063399
SLC25A32,0.028743
SH3GLB2,-0.071007
FOXJ3,-0.020734
CSF1R,0.11909
UBE2F,-0.046161
IL13RA2,0.0012466
PYDC1,-0.15219
TMEM191B,-0.12651
PRKAR2B,-0.036907
PRPH2,0.001732
KCTD12,-0.087456
VWC2L,0.095926
PCID2,0.13588
NUDT6,0.11215
ELL3,-0.057234
MAP3K8,0.14645
NEK6,0.04306
FAM71B,-0.044137
CATSPERG,-0.088272
PPP1R7,0.17105
TMEM69,0.0060432
HEXA,-0.025028
PPIC,0.069674
CUL3,0.048332
SLC1A2,0.02222
NBR1,0.035269
KBTBD2,0.23421
ARFGEF3,0.052175
SYT6,0.019102
PRDM11,-0.047132
HOXB7,0.086387
IKBKG,-0.21637
KLF6,-0.022206
ZBTB25,0.01759
POLM,-0.020458
OR52L1,0.054894
TOB2,0.060301
SPERT,-0.070814
GAST,0.15905
MORC3,-0.07936
OR52J3,-0.040716
SPATS1,0.012314
TESMIN,-0.096293
MAP3K15,-0.0065667
CDH20,0.057999
FAM43A,-0.0013813
ENDOU,0.0078511
PLEKHS1,-0.13991
BLOC1S5,0.25944
TFR2,-0.09126
ALOX5AP,0.063659
PRKCG,0.30187
FAM98B,0.029208
MAPK14,-0.02364
DIP2B,0.33547
C2orf72,0.020014
TEKT1,0.01041
HUWE1,0.039807
CLEC2A,0.051201
IL23R,0.068182
DIXDC1,-0.028915
PHF21A,0.050321
GNG10,-0.033443
ARHGEF39,0.026245
OTULIN,-0.069263
SPC25,0.30707
NGB,0.20888
BCL2L14,-0.044904
PRAF2,-0.10593
OR8B4,-0.082925
RAB3C,0.0014442
RASGRP1,0.19941
EFCAB2,-0.036542
SEZ6,-0.037831
IGF1R,-0.06285
C2CD6,0.029571
MRO,0.24437
EDF1,0.19675
IL26,0.086796
RPH3A,-0.008758
FAM92B,0.056454
PPEF1,-0.0036685
NLGN4Y,-0.096431
GLIS1,-0.034626
SUCLG2,-0.0023949
ZNF506,0.10387
NIFK,0.26479
CST2,0.0084711
CTAGE9,-0.093269
ZNF543,0.090194
FAM205C,-0.14537
LGMN,0.029587
FUT9,0.055265
TH,-0.046692
METAP1,0.19261
SNAPC2,0.047467
ZSCAN29,-0.032089
F2RL3,-0.13116
ANKRD49,-0.007618
RPS6KC1,0.11618
SRA1,0.11545
TMEM8C,-0.1574
TBC1D1,0.08389
OR5AS1,-0.17729
PRR15,-0.029931
MYOT,0.073457
GSC,0.17112
TIMM9,0.073735
ANXA6,0.18542
PPARG,0.0238
IL10RB,-0.078514
TMED6,0.077446
RAB27A,-0.21019
CCNL1,-0.083931
PTPN5,-0.052544
IMPAD1,-0.057601
OR4F4,-0.11349
CREBRF,0.067736
LCNL1,-0.19125
SLC37A4,-0.077801
SIGLEC1,0.14616
SERPINC1,-0.015579
PPP1R3C,0.092731
CCDC74B,-0.042373
DESI2,0.034868
SEPT8,-0.021146
TPSB2,-0.011965
SLC44A3,-0.011548
CHRFAM7A,0.035053
GABRB2,-0.046872
HIC1,-0.084492
MIF4GD,0.040175
PPAN-P2RY11,0.084741
PTPRR,-0.060934
CHODL,0.15365
ONECUT1,0.12218
OR51E2,-0.021803
KRBA2,0.026441
MXD3,0.22051
NES,-0.034819
ABLIM1,0.11527
TAPBP,0.081602
ZNF136,0.094942
THSD7B,0.033286
TMEM229A,-0.063936
KTN1,0.13069
CNN3,-0.037945
DYM,-0.014019
ZBTB26,-0.09666
AASS,0.1939
DCANP1,-0.084963
FNBP1,0.033818
MPZ,-0.0062079
ACTRT2,-0.01638
CCDC125,0.06184
SMCP,-0.084837
UBOX5,0.057448
GPATCH2L,0.12757
UCP1,-0.05296
PARP3,0.027623
PKLR,-0.012436
PPP5D1,0.24956
TIMM23B,0.10982
ZNF781,-0.046271
CCNB1,0.075579
CCDC110,0.135
UNCX,0.010346
SIX4,0.096121
DHRS3,-0.013217
TALDO1,0.15402
SLC41A3,0.15401
FAT4,0.16637
BTG4,-0.13005
NID2,0.1366
ELP6,0.079011
SDR39U1,-0.049585
RALGAPA1,0.059793
OR10P1,-0.13288
DHRS7B,-0.020864
EIF5A2,0.19824
JAK2,0.10276
CLEC11A,0.010118
ENTHD1,-0.11062
RAB37,0.038222
WNT2B,0.18177
TNS2,0.11183
PDXP,0.0015808
ELMO2,0.24004
SALL4,-0.092336
SATB1,-0.054869
F12,-0.042406
PODXL2,0.05492
CFB,0.073371
PUS1,-0.0034951
RTL6,0.23747
SLC9A3,-0.064756
DIO2,0.21103
CCDC30,0.087925
FAM185A,-0.030329
STAT5A,0.0041392
SPHK1,-0.036054
RNASE9,-0.064052
C1orf27,0.0047887
STYK1,0.13487
GLUD1,-0.18143
SLC7A7,-0.0024193
GALK1,-0.061558
LGALS8,0.040631
KNL1,0.081941
ZNF235,0.11517
SCNN1D,-0.064717
BSPH1,-0.027673
NEK8,0.032975
DLX5,0.11162
CTDSPL,0.037882
OR10J5,-0.031939
VN1R1,-0.12205
KBTBD12,0.15513
IRAK2,-0.11006
EPO,-0.017593
DPYSL2,0.19076
MRE11,0.083022
KLHL36,-0.065494
DUSP18,-0.11285
NFYB,0.15229
PTCD2,0.039049
HDAC10,-0.079202
IGF2R,0.20332
ACTRT3,0.049569
PCDH19,0.053298
SCGB2A2,-0.097955
TMPRSS5,-0.13349
LMOD3,-0.014012
EPN1,-0.064271
LRTM1,-0.076563
SDC4,-0.1048
CHD4,0.052237
PNLIP,-0.090094
DEFB128,-0.090636
GPATCH2,0.021218
ARL14EPL,0.032599
CHRNB1,0.087324
ANKRD16,0.042103
TMEM147,0.092579
FGFR4,0.010444
FBXL7,-0.028263
TSACC,0.012913
SDHAF1,0.071587
TVP23B,0.11198
SDCCAG3,0.073052
ST3GAL2,-0.016575
ZC3HAV1,-0.13931
NAF1,-0.033556
RNF212,0.13388
ZUFSP,0.077827
MEI1,-0.013055
OTUD4,-0.16918
DNHD1,-0.076226
NAV3,-0.057512
TMEM245,0.094025
KDM6A,0.096438
RGS9BP,0.045606
ZNF532,0.05855
TDRD9,-0.042986
ARL14EP,0.085855
ZNF239,-0.097474
KCTD18,0.22193
GPR143,-0.1148
THUMPD1,4.9905e-06
CA6,-0.080871
ARFGAP2,-0.054888
SOX13,0.03964
HEBP2,-0.16663
TMEM143,-0.050766
C14orf178,-0.046088
TSPAN11,-0.080683
UCMA,0.10713
PTDSS2,-0.08284
FHAD1,-0.014211
GLIPR1,0.020312
HSFY2,0.10062
DEAF1,0.076494
IGFL3,0.087613
YWHAG,-0.16099
ZNRF2,-0.021275
PRSS27,-0.030844
ZNF215,-0.088187
PRSS42,0.057466
ME3,-0.17626
ZNF678,-0.067056
IL32,-0.044325
RGS11,0.047336
MYO3B,0.048476
GPR107,-0.11239
UBE2Q2,-0.092629
ZHX2,-0.053088
LCORL,-0.086808
F3,0.071128
FEZ1,-0.022364
ZNF98,0.018351
MTRNR2L1,-0.034782
RHPN2,-0.082696
KIAA1147,-0.0010952
FPR2,-0.1122
FSD1L,0.037284
ZNF705G,-0.073994
ENTPD8,-0.061171
CENPF,-0.02515
DPH1,-0.020375
SLC34A3,-0.054789
DOK3,-0.077729
CIDEA,-0.040315
PRH1,-0.037526
SLC46A3,0.072478
TNMD,0.090971
SP100,-0.053122
CHIC1,0.04642
DPPA5,0.034395
HOXB1,-0.091915
FAM89B,0.10369
MCOLN3,-0.063629
AADACL4,-0.061954
ARG2,0.066046
GATAD2A,-0.087872
SHROOM3,-0.14375
ORMDL3,0.047492
LCN2,0.075154
RAB2A,-0.11829
EPHA2,-0.018398
ARMCX6,-0.0033416
ADAMTS9,-0.11362
FBN3,-0.0016073
SERINC3,0.031455
SUMF2,-0.041506
SMAP1,0.0016609
SLC25A39,0.015052
CDKL4,-0.16913
GLG1,-0.10348
KL,0.044052
BMP2,0.025022
POTEE,-0.085269
PTGDR,0.043976
EIF2D,0.12509
TIGD1,-0.05209
ARL6,0.15558
ARL6IP4,-0.14042
CALM1,-0.11241
HSH2D,-0.052348
GPX4,-0.018382
PPP1R14B,0.059793
CLDND1,0.18523
OR2W1,-0.086482
BLMH,0.04413
ATP8B2,0.053055
POU4F2,0.0042374
PAQR4,0.093537
CCT6B,-0.0026658
EXO5,0.017809
TRIM54,-0.037461
MRNIP,-0.013457
RSBN1L,0.030471
TBX6,0.058444
CDC14A,0.0077692
LCN15,0.0021251
PARD6A,-0.12224
UCK1,-0.012424
CYP2U1,0.12602
IL17RB,0.040306
C3orf84,-0.14131
PPIAL4C,-0.20433
PCSK5,-0.099741
DDX19A,-0.072118
WDR5,0.81915
ZBBX,0.10294
PPM1J,-0.060692
PELO,-0.047633
DACT2,-0.056192
PUS7,-0.13594
LRR1,-0.030532
TMA7,-0.058947
ZBTB7A,-0.0031567
RELT,-0.14479
GLI2,-0.0392
R3HCC1L,0.21984
ACBD4,0.082714
ZNF280C,0.082582
BCS1L,-0.087349
ZNF593,0.20362
ZNF471,0.012025
CCDC40,-0.016231
HPDL,-0.01673
ANKRD13D,-0.10407
NR1H3,-0.049614
DUSP28,-0.033971
ZNF8,-0.091335
DHPS,-0.071971
WNT8A,0.20219
VWA2,-0.078404
SPX,0.0069407
H2AFY,-0.067805
ACVR2A,0.037672
SYNGAP1,-0.12757
ZFP28,0.0079761
ATP2B1,0.26212
EHMT2,0.03209
EPHA7,0.21661
POLRMT,0.053744
FAM90A1,0.011878
EPHX2,0.22395
NFKB1,-0.11502
HLF,-0.018832
DARS,-0.11556
MARCH11,-0.038691
ZNF718,0.055045
TEX22,-0.094599
MDH2,0.039974
PPM1B,0.19186
SLC39A6,-0.09882
PGM3,-0.035387
GALNT13,0.082737
PQLC3,-0.12179
IL3RA,0.012295
IFNLR1,-0.040008
PHRF1,-0.04161
FAM160B2,0.11058
HORMAD2,-0.027832
GNA15,-0.055715
CABYR,0.15859
TSPAN33,0.076373
OSCP1,0.012562
SGO1,0.36201
UGT2B15,-0.022845
TMEM200C,0.068266
TNN,0.032634
PFKL,0.18531
PHF2,0.14565
ACTR2,-0.062077
ATP9B,0.093204
FBXO6,0.094182
LGALS7,-0.068909
NEB,0.1108
RPS6KA1,-0.073823
SPATA19,-0.09852
DNAJC1,-0.074544
SPPL2C,-0.17154
BRS3,-0.064932
GPX8,-0.068993
HOXB9,-0.10598
MYT1L,-0.0097231
HSPA13,0.23288
PRAMEF14,-0.099496
PRSS12,0.031654
TXNDC15,-0.072586
FAM120C,-0.039972
KIF6,-0.12734
TINAG,-0.0696
OR5V1,-0.1463
ZNF660,-0.095142
MPG,0.031165
CD1D,-0.1676
ROGDI,-0.028745
CLTA,0.024015
ABHD8,0.018792
PRKAB1,0.022901
LYSMD3,0.059176
RTN1,-0.038279
MAP4K3,0.023967
TSPAN15,-0.18763
MFSD12,-0.0043233
RRAGA,0.091091
MYBL1,0.090814
MMD,-0.10987
KRT10,0.017227
MAGOHB,-0.077367
C17orf50,-0.076081
SNCB,0.018216
SLFNL1,0.010404
PNPLA3,-0.029388
CCND1,-0.014526
CXorf67,-0.0058771
LAYN,0.018019
COQ10A,0.094635
PABPC1,0.14596
GRIN2C,0.14499
STON2,0.06966
CCNJ,0.012323
GABRA2,-0.079559
CCDC102A,-0.1765
U2AF1L4,0.0030012
PQLC2L,-0.04925
OBSCN,-0.086704
PRODH,-0.0054168
AGO3,0.023129
ODC1,0.073605
STAC2,0.03658
GPR52,-0.01286
CUTC,-0.022895
FZD10,-0.10358
COX6C,0.40453
NEUROG3,-0.10644
RPS25,0.49069
CARNS1,0.029775
ARHGEF3,0.087584
DMRTC1,-0.010776
FGG,0.083056
NKX2-8,0.063299
UGT2B17,-0.010372
C11orf98,0.15363
AVPR1A,-0.10874
TFCP2L1,0.012435
FARP2,-0.044039
TMEM221,0.18519
AP1G1,0.11805
VEZF1,0.038121
POU2F1,0.12687
UGT1A8,0.023453
RASGRF2,0.01391
TOMM70,0.04043
COX10,0.032423
CASZ1,-0.1333
PPP1R12B,0.003716
POU5F1,-0.062434
DNAJB2,-0.12174
INTS12,-0.13594
KRT27,0.056568
SEC61G,-0.13451
NOX5,0.028273
HLX,-0.079183
DHX38,0.031458
TMTC1,0.05548
ZBTB14,-0.029823
SYNPO2,-0.032347
TRAPPC12,-0.011139
OR4X2,-0.12693
C12orf29,0.019761
BCAS4,-0.14382
HIGD2A,-0.04324
ZNF585B,-0.03369
GUCA1C,-0.06989
UBALD1,-0.051002
PURB,0.080051
PLS1,-0.00026366
PCDH12,-0.017491
B3GALNT2,0.15408
PSG4,0.12631
LOC100996693,0.2549
SMNDC1,-0.086095
ETV2,-0.10653
FUNDC2,0.20488
POLR3E,-0.058787
ROBO3,-0.15318
NXPE2,0.13504
PGLYRP2,0.035983
HOXC12,0.040052
SLC22A7,0.04197
EMP2,-0.10684
EPB41L2,-0.089847
ANKRD45,-0.0023252
SMG9,0.21821
KIAA1755,-0.044091
OCLM,-0.034917
PIK3R6,-0.043325
ATP5E,0.12898
PSMC3IP,0.17368
LYPLA1,0.018148
NAXE,0.16373
ATP5J2,0.11385
NFATC2IP,0.2452
KLF7,0.0076591
FAM160A2,0.15822
MYBPC2,-0.039613
C3orf62,-0.024909
ZFR2,0.11902
CNRIP1,0.0096
HK2,-0.0020835
HIST1H2BH,-0.019034
HMGN3,-0.080637
CLEC12B,-0.0082341
AK8,0.036641
PRSS21,-0.021839
ALDH1L2,-0.035125
KCNT2,-0.15899
ZNF80,-0.14783
VSX2,0.15549
FGD5,-0.057397
KLRC4-KLRK1,0.16903
PQLC1,-0.074012
DDX43,0.06281
AHCYL1,0.010111
NT5DC1,0.005892
NRXN1,0.031648
PXN,-0.16973
GRP,0.048284
MEX3A,-0.076001
KCNK5,0.019966
FRRS1L,0.14933
SYF2,0.31022
IKZF3,0.044012
ZDHHC13,0.0064587
SSX7,-0.06189
KIAA1841,-0.14195
CCDC159,-0.10396
LOC101927572,-0.039871
ANAPC15,0.50671
RNF4,0.083875
NECAP1,0.074092
SLC25A40,0.068711
DEFB106B,0.043604
SAMD10,-0.047539
IGSF22,-0.097452
C2orf49,0.10054
BBS1,-0.0029542
FARSB,0.13152
CELSR2,-0.073936
TROAP,-0.055859
PITHD1,0.071148
HPR,0.080134
CUZD1,0.033842
ESYT3,0.14476
LRRTM4,-0.079503
NDUFS6,0.01867
ZNF646,0.07267
AQP9,0.0241
HSP90AB1,0.15547
DLX6,0.18209
MSRB2,-0.057731
NPAT,-0.082275
CCDC142,-0.11455
RFWD2,0.017287
OMG,0.010728
ARHGAP30,0.093832
ZNF547,0.078311
SEPSECS,0.18041
CSNK2A3,-0.078016
ZKSCAN5,0.096504
PIRT,-0.10451
TOR4A,0.011713
C10orf55,-0.11655
GUCY2C,0.051317
RSU1,0.12229
PLA2G4F,0.044459
IFNL3,-0.097718
PBXIP1,-0.090536
DPYSL4,0.016023
CYP2F1,0.076513
HS2ST1,-0.057894
APH1B,0.092903
FAM129A,-0.01062
COLQ,-0.057344
XPNPEP3,-0.05955
GBE1,-0.09542
