Gene,Score
LOC100144595,-0.11109
LOC100287036,0.25031
LOC100289561,-0.1904345
LOC100505549,-0.084595
LOC100505841,0.066197
LOC100506127,-0.44015
LOC100506388,0.101673
LOC100506422,-0.401015
LOC100506514,0.0190646
LOC100996634,0.077845
LOC100996693,-0.31467
LOC101927322,-1.27275
LOC101927572,-0.049543
LOC101927844,-0.3137
LOC101928093,-0.0019
LOC101928436,0.094427
LOC101928841,-0.147984
LOC101929372,0.079879
LOC101929726,0.001432
LOC101929747,0.0370855
LOC101929926,-0.1504955
LOC102724265,-0.012324
LOC102724957,-0.077876
LOC105377134,0.271154
LOC149373,0.121393
LOC157562,0.096929
LOC157860,-0.0378471
LOC283357,-0.0032825
LOC283454,0.0774975
LOC283485,-0.06240495
LOC283710,-0.30033
LOC283713,0.058878
LOC284108,0.190965
LOC284513,0.026685
LOC284570,-0.036439
LOC284898,0.043454
LOC285423,0.036879
LOC285500,0.26331
LOC286068,-0.0506385
LOC286238,0.00478
LOC286254,-0.04893
LOC339862,0.072995
LOC340178,0.0452821
LOC388282,0.06838855
LOC388780,-0.033897
LOC388813,-0.181238
LOC389602,0.0943345
LOC389895,-0.109683
LOC400927-CSNK1E,0.0684425
LOC401052,0.227809
LOC403312,0.11352
LOC441155,-0.026885
LOC643802,-0.0421605
LOC643936,-0.157795
LOC646588,0.15589
LOC650293,0.006966
LOC653602,0.1394915
LOC728392,-0.1010445
LOC728485,-0.2182875
LOC729159,-0.15443
LOC730098,0.05134
LOC730159,0.39713
LOC730183,0.2318625
LOC79999,0.33827
LONP1,-0.19617088
LONP2,0.57235
LONRF1,-0.07139
LONRF2,-0.243715
LONRF3,-0.083687
LORICRIN,0.1097935
LOX,0.003735
LOXHD1,0.04794
LOXL1,-0.26907
LOXL2,0.1909025
LOXL3,0.01532125
LOXL4,0.123053
LPA,0.19762
LPAR1,-0.0622595
LPAR2,0.035415
LPAR3,-0.1515775
LPAR4,-0.1082155
LPAR5,0.034553
LPAR6,-0.022207
LPCAT1,-0.05037
LPCAT2,0.02901
LPCAT3,0.1932495
LPCAT4,-0.0335505
LPGAT1,-0.231302
LPIN1,-0.021206
LPIN2,0.145625
LPIN3,-0.03596
LPL,0.049345
LPO,0.240721
LPP,-0.088005
LPXN,-0.140919
LRAT,0.16523
LRATD1,0.03169
LRATD2,-0.1419395
LRBA,0.2408206
LRCH1,-0.141204
LRCH2,-0.084854
LRCH3,0.131995
LRCH4,0.15205055
LRCOL1,-0.1556
LRFN1,-0.04459
LRFN2,-0.0584675
LRFN3,0.033931
LRFN4,-0.098577
LRFN5,-0.015698
LRG1,0.082075
LRGUK,0.141033
LRIF1,-0.15075395
LRIG1,0.3103475
LRIG2,0.0417075
LRIG3,-0.0714115
LRIT1,0.069565
LRIT2,-0.070655
LRIT3,-0.2252055
LRMDA,-0.0989695
LRP10,0.1737856
LRP11,-0.257966
LRP12,0.16438675
LRP1B,0.04378
LRP2,0.25457
LRP2BP,-0.35855
LRP3,0.239334
LRP4,0.33483
LRP5,0.10126085
LRP5L,0.1775675
LRP6,-0.038635
LRP8,0.099971
LRPAP1,0.21511
LRPPRC,-0.1785845
LRR1,-0.1111535
LRRC1,0.28079
LRRC10,0.073785
LRRC10B,-0.019685
LRRC14,0.138135
LRRC14B,0.22863
LRRC15,0.0708205
LRRC17,0.02086
LRRC18,0.209255
LRRC19,-0.0295285
LRRC2,0.0373972
LRRC20,-0.154746
LRRC23,0.1442555
LRRC24,0.32305
LRRC25,-0.1277375
LRRC26,-0.2170795
LRRC27,-0.0328515
LRRC28,0.222
LRRC29,-0.0343695
LRRC3,0.382084
LRRC30,0.47166
LRRC31,-0.0659095
LRRC32,0.09074035
LRRC34,-0.081377
LRRC36,-0.164412
LRRC37A,-0.06953615
LRRC37A2,0.2359
LRRC37A3,-0.341725
LRRC37B,0.0205085
LRRC38,0.1130565
LRRC39,0.072345
LRRC3B,-0.0119665
LRRC3C,0.035438
LRRC4,0.086303
LRRC40,-0.019798
LRRC41,0.0624395
LRRC42,-0.108184
LRRC43,0.000572
LRRC45,0.00672
LRRC46,0.293255
LRRC47,-0.095135
LRRC49,-0.225019
LRRC4B,0.0672495
LRRC4C,0.191878
LRRC52,0.143602
LRRC53,0.09124
LRRC55,-0.1016
LRRC56,0.0056995
LRRC57,0.18063
LRRC58,-0.2253515
LRRC59,0.0624215
LRRC61,-0.12124
LRRC63,0.15072
LRRC66,0.0890675
LRRC69,-0.20582
LRRC7,-0.0884205
LRRC70,0.11377
LRRC71,0.35721
LRRC72,-0.103855
LRRC73,-0.0479925
LRRC74A,-0.130429
LRRC74B,0.00419
LRRC75A,-0.031742
LRRC75B,0.067204
LRRC8A,-0.141067
LRRC8B,0.273995
LRRC8C,-0.163805
LRRC8D,-0.30344
LRRC8E,0.239375
LRRCC1,-0.013635
LRRD1,-0.026925
LRRFIP1,-0.1446765
LRRFIP2,-0.175301
LRRIQ1,-0.0556575
LRRIQ3,0.067195
LRRIQ4,0.193445
LRRK1,0.095695
LRRK2,-0.0745265
LRRN2,-0.045015
LRRN3,0.155269
LRRN4,-0.5025
LRRN4CL,0.12029
LRRTM1,-0.0369995
LRRTM2,0.0397952
LRRTM3,0.01893
LRRTM4,0.103244
LRSAM1,-0.181335
LRTM1,-0.0060725
LRTM2,-0.2988775
LRTOMT,-0.0565185
LRWD1,-0.0493945
LSAMP,-0.21875
LSG1,-0.185945
LSM1,-0.12276
LSM10,0.3605995
LSM11,0.31412
LSM12,-0.0679355
LSM14A,0.1084255
LSM14B,-0.09966
LSM2,0.008608
LSM3,0.61424
LSM4,0.008285
LSM5,-0.33488
LSM6,-0.0979895
LSM7,0.119673
LSM8,-0.204847
LSMEM1,0.23372
LSMEM2,-0.1646625
LSP1,0.0408315
LSR,-0.23792
LSS,-0.31666
LST1,0.12481805
LTA,-0.1877805
LTA4H,-0.0198545
LTB,0.230505
LTB4R,0.030039
LTB4R2,-0.060275
LTBP1,0.1350511
LTBP2,-0.02336
LTBP3,-0.1190395
LTBP4,-0.039244
LTBR,-0.076209
LTC4S,-0.0752065
LTF,-0.570125
LTK,-0.2265405
LTN1,-0.1428
LTO1,-0.029932
LTV1,0.1220335
LUC7L,-0.1420345
LUC7L2,0.0855095
LUC7L3,0.38905
LUM,0.52855
LURAP1,0.005014
LURAP1L,-0.1235165
LUZP1,0.165695
LUZP2,-0.1141305
LUZP4,-0.18425
LUZP6,-0.32332
LVRN,0.34114
LXN,-0.078235
LY6D,-0.029696
LY6E,0.055911
LY6G5B,0.288125
LY6G5C,0.040407
LY6G6C,-0.0319563
LY6G6F,-0.02272675
LY6H,-0.2946895
LY6K,-0.106235
LY6L,0.156795
LY75,-0.1093315
LY86,-0.1391575
LY9,-0.164795
LY96,0.17236
LYAR,-0.162655
LYG1,-0.254725
LYG2,-0.174345
LYL1,0.1508955
LYN,0.095138
LYNX1,0.1256205
LYPD1,0.51211
LYPD2,-0.3156885
LYPD3,-0.16197105
LYPD4,0.051005
LYPD5,-0.230635
LYPD6,-0.060936
LYPD6B,0.279835
LYPD8,-0.0491405
LYPLA1,-0.0071485
LYPLA2,-0.1615765
LYPLAL1,-0.0795854
LYRM1,0.1688164
LYRM2,-0.437215
LYRM4,-0.0324625
LYRM7,0.109519
LYRM9,0.0846395
LYSET,0.37781
LYSMD1,-0.2904
LYSMD2,0.015695
LYSMD3,0.0982505
LYSMD4,0.035575
LYST,0.1194
LYVE1,-0.0429275
LYZ,-0.14476
LYZL1,0.37672
LYZL2,-0.172015
LYZL4,-0.515195
LYZL6,-0.19709
LZIC,-0.0015055
LZTFL1,0.025725
LZTR1,0.100696
LZTS1,-0.066964
LZTS2,0.23767646
LZTS3,-0.078385
M1AP,0.01019
M6PR,0.06118785
MAB21L1,-0.1413555
MAB21L2,-0.0798145
MAB21L3,0.188219
MAB21L4,-0.146605
MACC1,-0.1965455
MACF1,-0.20852906
MACIR,0.102365
MACO1,0.119308
MACROD1,-0.355725
MACROD2,0.099105
MACROH2A1,-0.44212
MACROH2A2,-0.022116
MAD1L1,0.1341395
MAD2L1,0.08943
MAD2L1BP,0.2715136
MAD2L2,-0.09233
MADCAM1,-0.108102
MAEA,0.487745
MAEL,0.121032
MAF,0.091620535
MAF1,-0.033105
MAFB,0.1150195
MAFF,-0.354625
MAFG,0.325055
MAFK,-0.026387
MAGEA1,-0.253525
MAGEA10,0.154779
MAGEA10-MAGEA5,-0.34102
MAGEA11,0.008182
MAGEA12,0.153341
MAGEA2B,0.05100675
MAGEA3,0.071389
MAGEA4,0.0746295
MAGEA5,-0.04657
MAGEA6,0.207275
MAGEA8,-0.002665
MAGEA9,-0.433765
MAGEA9B,-0.330305
MAGEB1,0.1607975
MAGEB10,-0.0648705
MAGEB16,0.2056745
MAGEB17,0.26009
MAGEB18,-0.082724
MAGEB2,-0.0580215
MAGEB3,0.027965
MAGEB4,0.14328
MAGEB5,-0.0448645
MAGEB6,0.009071
MAGEC1,0.212718
MAGEC2,0.073576
MAGEC3,-0.264931
MAGED1,-0.107159
MAGED2,0.154725
MAGED4,-0.01871
MAGED4B,0.473695
MAGEE2,0.052296
MAGEF1,0.190815
MAGEH1,0.1633265
MAGEL2,-0.2241
MAGI2,0.08904
MAGI3,0.268252
MAGIX,0.04276
MAGOH,0.336085
MAGOHB,0.152092
MAGT1,0.17071985
MAIP1,0.15247045
MAJIN,-0.21579
MAK16,0.572105
MAL2,0.0931325
MALL,-0.1841385
MALRD1,-0.02137
MALSU1,-0.213624
MALT1,-1.06374
MAMDC2,0.1188965
MAMDC4,-0.08801
MAML1,0.135432
MAML2,0.0202785
MAML3,0.037237
MAMLD1,-0.107965
MAMSTR,-0.139219
MAN1A1,-0.092165
MAN1A2,-0.068715
MAN1B1,0.0708335
MAN1C1,-0.009996
MAN2A1,-0.005531
MAN2A2,0.30216
MAN2B1,0.14601
MAN2B2,0.099074
MAN2C1,0.0543
MANBA,0.329185
MANBAL,-0.1378665
MANEA,-0.03077
MANEAL,0.062685
MANF,-0.191015
MANSC1,-0.2244695
MANSC4,-0.0809543
MAOA,0.3447545
MAOB,0.2015305
MAP10,0.05911
MAP1B,-0.1365035
MAP1LC3A,-0.0818055
MAP1LC3B,0.421045
MAP1LC3B2,-0.183705
MAP1LC3C,-0.011035
MAP1S,-0.077733
MAP2K1,-0.209255
MAP2K2,-0.402665
MAP2K3,-0.166365
MAP2K4,-0.024708
MAP2K5,0.0941335
MAP2K6,0.05945
MAP2K7,-0.44648
MAP3K1,0.199285
MAP3K10,-0.1757895
MAP3K11,-0.006465
MAP3K12,-0.3081575
MAP3K13,0.0363295
MAP3K14,-0.366105
MAP3K15,-0.0866445
MAP3K19,-0.0158985
MAP3K2,-0.3077205
MAP3K20,-0.07602
MAP3K21,0.096635
MAP3K3,0.22035
MAP3K4,-0.03359461
MAP3K5,-0.22492
MAP3K6,0.011965
MAP3K7,-1.30575
MAP3K7CL,-0.1459385
MAP3K8,-0.181561
MAP3K9,3.5e-05
MAP4,-0.08092415
MAP4K1,1.23465
MAP4K2,-0.1407313
MAP4K3,-0.124964
MAP4K4,0.026755
MAP4K5,0.058382
MAP6,0.124653
MAP6D1,-0.27311
MAP7,-0.049055
MAP7D1,-0.2587135
MAP7D2,-0.466005
MAP7D3,0.168205
MAP9,0.04087625
MAPK1,-0.449405
MAPK10,-0.008139525
MAPK11,0.022875
MAPK12,0.138772
MAPK13,0.1460872
MAPK14,-0.2444715
MAPK15,0.0189405
MAPK1IP1L,-0.1061345
MAPK3,-0.734105
MAPK4,0.06362
MAPK6,-0.0990185
MAPK7,0.282935
MAPK8,-0.094135
MAPK8IP1,-0.20823
MAPK8IP2,-0.0220325
MAPK8IP3,0.160541
MAPK9,0.2064735
MAPKAP1,0.37091
MAPKAPK2,0.1838275
MAPKAPK3,-0.499875
MAPKAPK5,-0.002207
MAPKBP1,0.0116595
MAPRE1,-0.1453725
MAPRE2,0.0710595
MAPRE3,0.0826635
MAPT,0.029825
MARCHF1,0.423255
MARCHF10,-0.18673
MARCHF11,0.1194545
MARCHF2,-0.19575
MARCHF3,-0.38283
MARCHF4,-0.006445
MARCHF5,-0.08784
MARCHF6,-0.027687028
MARCHF7,0.0410705
MARCHF8,-0.007995
MARCHF9,-0.169655
MARCKS,-0.007445
MARCKSL1,0.2813155
MARCO,-0.200337
MARF1,-0.178513
MARK1,-0.0047
MARK2,0.244345
MARK3,0.310615
MARK4,-0.1632425
MARS1,-0.116361
MARS2,0.071955
MARVELD1,0.2500285
MARVELD2,-0.1503185
MARVELD3,0.009612
MAS1L,-0.11496
MASP1,-0.130005
MASP2,0.38695
MAST2,0.130961
MAST3,-0.0744755
MAST4,-0.008785
MASTL,-0.01314
MAT1A,-0.08691
MAT2A,0.1714985
MAT2B,-0.218855
MATCAP1,0.257135
MATCAP2,-0.1104825
MATK,0.1157805
MATN1,0.023995
MATN2,-0.0649535
MATN3,0.27243
MATN4,0.345195
MATR3,-0.0008085
MAU2,0.1592335
MAVS,0.26429
MAX,0.226125
MAZ,-0.1498035
MB,0.127433
MB21D2,0.19985
MBD1,0.078184
MBD2,0.289125
MBD3,-0.085222
MBD3L1,-0.32937
MBD3L2,-0.07974
MBD3L3,0.028
MBD3L4,0.193505
MBD3L5,-0.1121455
MBD4,0.006271
MBD5,-0.0868985
MBD6,0.256855
MBIP,0.0869205
MBL2,-0.004944
MBLAC1,-0.269535
MBLAC2,0.021428
MBNL1,0.17027
MBNL2,-0.0731831
MBNL3,-0.03367
MBOAT1,-0.0097665
MBOAT2,0.15516865
MBOAT4,-0.4158635
MBOAT7,-0.26093
MBTD1,0.181605
MBTPS1,-0.08205
MBTPS2,0.0334559
MC1R,0.35537
MC2R,0.0697605
MC3R,-0.088535
MC4R,-0.3426585
MC5R,-0.29378
MCAM,0.1026615
MCAT,0.0941135
MCC,-0.136728
MCCC1,-0.1568972
MCCC2,0.31637
MCCD1,-0.224375
MCEE,-0.04957225
MCEMP1,0.094745
MCF2,0.2851
MCF2L,-0.02565
MCF2L2,0.264235
MCFD2,-0.0592245
MCHR1,-0.15826
MCHR2,-0.012965
MCIDAS,0.3146445
MCL1,-0.0620235
MCM10,-0.0637745
MCM3,0.37576
MCM3AP,0.7932
MCM4,-0.0080755
MCM5,0.566445
MCM6,0.15746145
MCM7,0.3599575
MCM8,-0.019895
MCM9,0.1500175
MCMBP,-0.06221
MCMDC2,0.09504
MCOLN1,-0.053617
MCOLN2,-0.2664225
MCOLN3,0.11197
MCPH1,0.20702
MCRIP1,-0.05985
MCRIP2,-0.17444
MCRS1,0.1337805
MCTP1,0.105892
MCTP2,-0.074186
MCTS1,-0.28854
MCU,-0.1476145
MCUB,0.029132
MCUR1,0.0689865
MDC1,0.00576
MDFI,0.099517
MDFIC,-0.30812275
MDGA1,0.137292
MDGA2,0.166285
MDH1,-0.133122
MDH1B,-0.075611
MDH2,0.203565
MDK,-0.1782545
MDM1,-0.15141
MDM2,0.2007215
MDM4,0.31115
MDN1,0.19438
MDP1,-0.125638
ME1,0.2175
ME3,0.22035
MEA1,-0.348685
MEAF6,-0.734975
MEAK7,0.097714
MECOM,0.180201
MECP2,-0.0814065
MECR,0.101834
MED10,-0.040507
MED11,0.034785
MED12,-0.045135
MED12L,0.1595485
MED13,-0.173755
MED13L,0.059358
MED14,-0.08641
MED14OS,-0.171591
MED15,0.306735
MED16,0.057785
MED17,-0.45829
MED18,0.29355
MED19,-0.0335895
MED20,-0.13779
MED21,-0.373965
MED22,0.375875
MED23,-0.21232
MED24,0.18851
MED26,0.0879465
MED27,-0.368545
MED28,-0.20799
MED29,-0.363035
MED30,-0.23103
MED31,-0.22029
MED4,-0.24002
MED6,0.209325
MED7,0.04593
MED8,-0.18999
MED9,0.34320825
MEDAG,-0.0348859
MEF2A,-0.26857
MEF2B,0.12802365
MEF2C,0.0898895
MEF2D,-0.163403
MEFV,0.221195
MEGF10,-0.361675
MEGF11,-0.184365
MEGF6,-0.171401
MEGF8,0.152325
MEGF9,0.47911
MEI1,0.0948795
MEI4,0.116674
MEIG1,-0.46286
MEIKIN,0.089873
MEIOB,0.08981775
MEIOSIN,-0.1195974
MEIS1,0.040257
MEIS2,0.100572
MEIS3,-0.2212
MELK,-0.322579
MEMO1,0.19838
MEN1,-1.24995
MEOX1,0.04564
MEOX2,0.078355
MEP1A,-0.06768
MEP1B,-0.333577
MEPCE,0.0817695
MEPE,-0.053925
MERTK,-0.433425
MESD,0.181834
MESP1,0.248515
MESP2,0.04503285
MEST,0.0345915
MET,-0.08989
METAP1,0.05206175
METAP1D,0.05445665
METAP2,0.30663925
METRN,-0.0639795
METRNL,0.249335
METTL1,-0.466965
METTL13,0.072585
METTL14,0.1390275
METTL15,-0.0937965
METTL16,-0.099975
METTL17,0.0078915
METTL18,-0.20578
METTL21A,0.240545
METTL21C,-0.327155
METTL22,-0.10259
METTL23,-0.33087
METTL24,0.00034
METTL25,-0.038205
METTL25B,-0.01508
METTL26,-0.0255255
METTL27,0.2179375
METTL2A,0.248865
METTL2B,-0.10251
METTL3,0.33736
METTL4,0.0328905
METTL5,-0.0604825
METTL6,0.0271
METTL8,-0.397935
METTL9,0.04809
MEX3A,0.074391
MEX3B,-0.0487545
MEX3C,-0.16775
MEX3D,0.127605
MFAP1,0.896305
MFAP2,0.00551085
MFAP3,0.234505
MFAP3L,-0.044905
MFAP4,-0.0404565
MFAP5,0.171295
MFF,0.204655
MFGE8,-0.0023785
MFHAS1,0.0598045
MFN1,0.1511675
MFN2,0.01203
MFNG,0.4073465
MFRP,-0.07842
MFSD1,-0.06972
MFSD10,-0.0672555
MFSD11,-0.138775
MFSD12,-0.1350775
MFSD2A,-0.223635
MFSD2B,0.24122
MFSD3,0.072579
MFSD5,0.068295
MFSD6,-0.048996
MFSD6L,0.18936
MFSD8,-0.17889
MFSD9,0.17018
MGAM,0.0800415
MGAM2,-0.158187
MGARP,0.0489
MGAT4A,-0.0711845
MGAT4B,0.30821
MGAT4C,0.02842
MGAT4D,-0.154775
MGAT5,-0.074299
MGAT5B,-0.0492
MGLL,0.162485
MGME1,-0.0064055
MGMT,0.055633
MGP,-0.142389
MGRN1,-0.22944
MGST1,0.0267765
MGST2,-0.045249
MGST3,0.17996
MIA,0.12029
MIA3,-0.0018135
MIB1,-0.083195
MIB2,0.13781
MICA,-0.1126205
MICAL1,0.183384
MICAL2,-0.04961975
MICAL3,-0.081323
MICALL1,-0.22182
MICALL2,0.4074
MICB,-0.125361
MICOS10,0.167315
MICOS13,0.073629
MICU1,-0.07016865
MICU2,-0.423955
MICU3,-0.33102
MID1,0.36034
MID1IP1,-0.212105
MID2,-0.19102
MIDEAS,-0.146865
MIDN,-0.1715015
MIEF1,0.057222
MIEF2,-0.228815
MIEN1,-0.32714
MIER1,0.165475
MIER2,-0.01360655
MIER3,0.115895
MIF4GD,-0.359995
MIGA1,0.0814885
MIGA2,0.2456
MIIP,-0.1051935
MILR1,-0.386885
MINAR1,0.139669
MINAR2,0.055309
MINDY1,-0.15217
MINDY2,-0.30828
MINDY3,0.166367
MINDY4,-0.098095
MINK1,0.15704
MINPP1,-0.1197125
MIOS,-0.194112
MIOX,0.0758354
MIPEP,0.062766
MIPOL1,0.129327
MIR1-1HG,0.231485
MIR205HG,-0.123643
MIS12,-0.41632
MIS18A,0.06201
MIS18BP1,0.24904
MISP,-0.098645
MISP3,-0.0227765
MITD1,-0.2351085
MITF,0.2226205
MIX23,-0.3728
MIXL1,0.0831685
MKI67,-0.36518
MKKS,-0.1199685
MKLN1,0.39831
MKNK1,-0.12094
MKNK2,-0.167903
MKRN1,0.196947
MKRN2,-0.138416
MKRN2OS,-0.19954
MKRN3,-0.072297
MKS1,0.0291515
MKX,0.327055
MLANA,0.113865
MLEC,-0.3378945
MLF1,-0.146295
MLF2,-0.007506
MLH1,0.0863745
MLH3,0.1120182
MLIP,-0.1262865
MLKL,0.020031
MLLT1,-0.1612416
MLLT10,-0.09056
MLLT11,-0.04252
MLLT3,-0.260505
MLLT6,-0.38016
MLNR,0.014959
MLPH,-0.068435
MLST8,-0.1419935
MLX,0.29058
MLXIP,-0.106143
MLXIPL,-0.043925
MLYCD,-0.0177595
MMAA,0.338985
MMAB,0.225595
MMACHC,-0.28326
MMADHC,0.139435
MMD,-0.045681
MMD2,0.2828
MME,0.1027665
MMEL1,0.07131
MMGT1,0.088042
MMP1,-0.10929505
MMP10,0.01651
MMP11,0.224955
MMP12,-0.0922505
MMP13,0.020635
MMP14,0.293375
MMP15,-0.0563185
MMP16,-0.06127
MMP17,0.04927
MMP19,0.23198
MMP2,-0.3319
MMP21,-0.225215
MMP23B,-0.053595
MMP24,-0.721115
MMP25,-0.1019725
MMP26,-0.447885
MMP27,-0.180285
MMP28,-0.279431
MMP3,-0.008496
MMP7,-0.068995
MMP8,0.00408
MMP9,-0.01702
MMRN1,0.02371
MMRN2,-0.030620076
MMS19,-0.08688
MMS22L,0.1033045
MMUT,0.05998
MN1,-0.10251
MNAT1,-0.1340175
MND1,0.068655
MNDA,-0.159725
MNS1,-0.0808995
MNT,0.44178
MNX1,0.1755085
MOAP1,0.298105
MOB1A,0.0980835
MOB1B,-0.329005
MOB2,-0.45671
MOB3A,-0.05454
MOB3B,-0.142646
MOB3C,0.0122465
MOB4,-0.99185
MOBP,0.0964815
MOCOS,-0.0094945
MOCS1,0.147905
MOCS2,0.0741785
MOCS3,-0.420355
MOG,-0.063625
MOGAT1,-0.07438
MOGAT2,-0.13544124
MOGAT3,0.0054175
MOGS,-0.021755
MOK,-0.040093
MON1A,0.162925
MON1B,-0.111756
MON2,-0.289045
MORC1,0.080691
MORC2,-0.04677
MORC3,-0.1667385
MORC4,-0.1088795
MORF4L1,0.202875
MORF4L2,-0.0336335
MORN1,0.28943
MORN2,0.257995
MORN3,-0.185606
MORN4,0.02022995
MORN5,0.212824
MOSMO,-0.150265
MOSPD1,0.38962
MOSPD2,-0.0856035
MOSPD3,0.053725
MOV10,-0.23612
MOV10L1,0.124965
MOXD1,-0.064915
MPC1,-0.050745
MPC1L,0.00397
MPC2,0.0071113
MPDU1,0.15274
MPEG1,-0.0418615
MPG,0.2307888
MPHOSPH10,0.38911
MPHOSPH6,-0.0702935
MPHOSPH8,-0.25202
MPHOSPH9,0.36388
MPI,0.182537
MPIG6B,0.070795
MPL,0.19853
MPLKIP,-0.1752085
MPND,-0.33953
MPO,-0.116105
MPP3,-0.122752
MPPE1,-0.015098
MPPED1,0.1971365
MPPED2,-0.0083925
MPRIP,-0.17488416
MPST,0.172355
MPV17,-0.0063495
MPV17L,-0.227225
MPV17L2,0.1739
MPZ,0.10261945
MPZL1,0.083805
MPZL2,0.115754
MPZL3,0.091062
MR1,-0.119411
MRAP,0.118095
MRAP2,-0.55772
MRAS,0.1250775
MRC1,-0.32564
MRC2,-0.23096
MRE11,0.013605
MREG,0.0194365
MRFAP1,0.038748972
MRFAP1L1,-0.361155
MRGBP,-0.01363
MRGPRD,-0.1521335
MRGPRE,0.096583
MRGPRF,0.215639
MRGPRG,0.2563205
MRGPRX1,-0.03825
MRGPRX2,-0.04315
MRGPRX3,0.1220425
MRGPRX4,0.192215
MRI1,0.0402
MRLN,0.1112815
MRM1,-0.069793
MRM2,-0.057928
MRM3,0.0835
MRNIP,-0.105485
MRO,-0.004895
MROH1,-0.013605
MROH2A,-0.079301
MROH2B,-0.1143175
MROH5,-0.1791405
MROH6,-0.1281395
MROH7,-0.16451
MROH8,-0.076795
MROH9,0.052701
MRPL1,-0.00313
MRPL10,0.1290765
MRPL11,-0.1261625
MRPL12,-0.0851165
MRPL13,0.044586875
MRPL14,0.119123
MRPL15,0.02646505
MRPL16,0.0680655
MRPL17,0.2212475
MRPL18,0.08348
MRPL19,-0.053685
MRPL2,-0.05881305
MRPL20,-0.13417
MRPL21,0.1630915
MRPL22,0.35877
MRPL23,0.0418185
MRPL24,0.2335955
MRPL28,0.055171
MRPL3,0.1652025
MRPL30,-0.0654575
MRPL32,-0.011175
MRPL33,-0.1628295
MRPL34,-0.00516
MRPL35,-0.166156
MRPL36,0.004652
MRPL37,0.103569
MRPL38,-0.144592
MRPL39,0.096265
MRPL4,0.19051
MRPL40,-0.0585585
MRPL41,0.08939375
MRPL42,0.07883
MRPL43,0.1965628
MRPL44,-0.0337365
MRPL45,0.3899659
MRPL46,0.0874765
MRPL47,0.272485
MRPL48,0.190948
MRPL49,0.056288
MRPL50,0.297755
MRPL51,0.09959825
MRPL52,-0.389835
MRPL53,0.31837
MRPL54,-0.194588
MRPL55,-0.0344885
MRPL57,0.0611215
MRPL58,-0.04887
MRPL9,0.082503
MRPS10,0.24177
MRPS11,0.196135
MRPS12,0.3790525
MRPS14,0.0316365
MRPS15,0.1337655
MRPS16,0.225585
MRPS17,0.076132
MRPS18A,0.185732
MRPS18B,-0.140456
MRPS18C,0.142925
MRPS2,-0.3153799
MRPS21,0.0500025
MRPS22,-0.178095
MRPS23,0.1070645
MRPS24,0.2244255
MRPS25,-0.310355
MRPS26,-0.126082
MRPS27,0.1331015
MRPS28,0.109895
MRPS30,-0.03831
MRPS31,0.138764
MRPS33,0.210855
MRPS34,0.133645
MRPS35,0.187296
MRPS36,0.22323
MRPS5,0.210648
MRPS7,0.214315
MRPS9,-0.14994
MRRF,0.0144055
MRS2,0.068757
MRTFA,0.0284459
MRTFB,-0.09945
MRTO4,-0.055825
MS4A1,0.3144
MS4A10,-0.0830789
MS4A12,-0.0081825
MS4A13,0.0694245
MS4A15,-0.018171
MS4A18,0.125451
MS4A2,-0.52339
MS4A3,0.028025
MS4A4A,0.024464333
MS4A4E,0.197935
MS4A5,-0.13235
MS4A6A,0.092067
MS4A6E,-0.18371
MSANTD1,0.2785502
MSANTD2,0.1078265
MSANTD3,-0.082822
MSANTD3-TMEFF1,-0.062495
MSANTD4,0.09368655
MSC,-0.013149
MSGN1,0.164145
MSH2,0.20199
MSH3,-0.04478265
MSH4,0.062046
MSH5,-0.117988
MSH6,-0.01388
MSI1,0.029165
MSI2,0.35882
MSL1,-0.38144
MSL2,-0.233525
MSL3,-0.11091
MSLN,0.3418315
MSMB,-0.170628
MSMO1,-0.313025
MSMP,-0.077496
MSN,0.0341175
MSR1,-0.231785
MSRA,0.11390665
MSRB1,-0.0636705
MSRB2,-0.157705
MSRB3,-0.0555605
MSS51,-0.0276035
MST1L,0.2651
MST1R,-0.019025
MSTN,0.21826
MSTO1,0.128445
MSX1,0.018695
MSX2,-0.2535725
MT1A,-0.00963
MT1B,0.121258
MT1E,0.0919755
MT1F,0.057957
MT1G,-0.350465
MT1H,0.0351395
MT1HL1,0.077693
MT1M,-0.41294
MT1X,-0.18557516
MT2A,0.163719
MT3,0.174683
MT4,-0.0546905
MTA1,-0.08393
MTA2,-0.271225
MTA3,0.005075
MTAP,0.023421
MTARC1,-0.203565
MTARC2,-0.01509
MTBP,0.26367
MTCH1,0.1674925
MTCH2,-0.0446461
MTCL1,-0.35773
MTDH,-0.43566
MTERF1,-0.33552
MTERF2,-0.1657545
MTERF3,0.048975
MTERF4,-0.1273965
MTF2,0.120158
MTFMT,0.027428
MTFP1,-0.0377895
MTFR1,0.202685
MTFR1L,0.0998025
MTFR2,0.006085
MTG1,0.19965
MTG2,-0.170234
MTHFD1,0.068745
MTHFD1L,-0.228147
MTHFD2,0.177997
MTHFD2L,-0.1184545
MTHFR,0.065725
MTHFS,0.0076155
MTHFSD,0.0794825
MTIF2,0.1604695
MTIF3,0.307395
MTM1,0.323418
MTMR1,0.056512
MTMR10,-0.0587745
MTMR11,-0.0213385
MTMR12,-0.1405355
MTMR14,-0.199665
MTMR2,0.082055
MTMR3,-0.430195
MTMR4,-0.210697
MTMR6,0.038608
MTMR7,0.0474
MTMR9,-0.08632
MTNR1A,0.162405
