Gene,Score
LEKR1,-0.070318
LELP1,0.18062
LEMD1,0.47523
LEMD2,-0.077441
LEMD3,-0.10467
LENEP,-0.13138
LENG1,-0.19719
LENG8,0.032485
LENG9,-0.023173
LEO1,0.10921
LEP,0.15445
LEPR,-0.12503
LEPROT,0.030604
LEPROTL1,0.23896
LETM1,-0.12805
LETM2,-0.15068
LETMD1,0.042713
LEUTX,-0.09979
LFNG,-0.038962
LGALS1,0.0021921
LGALS12,0.15575
LGALS13,0.0588155
LGALS14,0.0057862
LGALS16,-0.2457
LGALS3,-0.030094
LGALS3BP,-0.065539
LGALS4,0.1721
LGALS7,-0.20101
LGALS7B,0.01784
LGALS8,0.15635
LGALS9,0.079668
LGALS9B,-0.083325
LGALS9C,0.064372
LGALSL,-0.24094
LGI1,0.0044103
LGI2,0.3225
LGI3,-0.085726
LGI4,0.002415
LGMN,-0.10192
LGR4,-0.045427
LGR5,0.015647
LGR6,-0.016088
LGSN,0.0019478
LHB,0.015624
LHCGR,0.010707
LHFPL1,-0.22938
LHFPL2,0.098761
LHFPL3,0.102053
LHFPL5,0.044191
LHFPL6,-0.15418
LHFPL7,0.32286
LHPP,0.061668
LHX1,-0.1519
LHX2,0.0013218
LHX3,0.0047284
LHX4,-0.38431
LHX5,-0.18436
LHX6,-0.045085
LHX8,0.010187
LHX9,-0.082086
LIAS,-0.026986
LIAT1,-0.0070581
LIF,0.077389
LIFR,0.15783
LIG3,0.08065
LIG4,-0.014918
LILRA1,0.16832
LILRA2,-0.1839
LILRA4,0.09622
LILRA5,-0.0070754
LILRA6,0.051122
LILRB1,-0.31503
LILRB2,-0.049813
LILRB3,0.050143
LILRB4,-0.19873
LILRB5,0.18051
LIM2,-0.050385
LIMA1,0.018931
LIMCH1,0.023785
LIMD1,0.050336
LIMD2,0.070703
LIMK1,-0.449
LIMK2,-0.22822
LIMS1,0.11814
LIMS2,0.088958
LIMS3,-0.068129
LIMS4,-0.19937
LIN28A,-0.16381
LIN28B,0.15322
LIN37,-0.0089005
LIN52,0.66881
LIN54,0.067559
LIN7A,0.173
LIN7B,0.0025516
LIN7C,0.085794
LIN9,0.027777
LINC00452,-0.033565
LINC01272,0.18259
LINGO1,0.17512
LINGO2,0.1701
LINGO3,-0.35023
LINGO4,0.20136
LINS1,0.016699
LIPC,-0.11666
LIPE,0.31424
LIPF,-0.019687
LIPG,0.10055
LIPH,0.033356
LIPI,0.19397
LIPJ,-0.12398
LIPK,-0.30505
LIPM,-0.21006
LIPN,0.061777
LIPT1,0.13094
LIPT2,-0.067128
LITAF,-0.091013
LIX1,-0.31596
LIX1L,0.14117
LKAAEAR1,-0.14225
LLCFC1,-0.058218
LLGL1,0.0463825
LLGL2,0.055373
LLPH,0.043167
LMAN1,0.10624
LMAN1L,0.11385
LMAN2,0.26728
LMAN2L,-0.30147
LMBR1,0.12112
LMBR1L,-0.34751
LMBRD1,0.055126
LMBRD2,0.14801
LMCD1,0.01119
LMF1,0.026767
LMF2,0.12845
LMLN,-0.068628
LMNA,0.2715
LMNB1,0.1038
LMNB2,0.16676
LMNTD1,0.04061
LMNTD2,-0.061352
LMO1,-0.0035218
LMO2,-0.21649
LMO3,0.25537
LMO4,-0.026315
LMO7,0.23965
LMO7DN,0.13156
LMOD1,0.1688
LMOD2,-0.0378
LMOD3,0.094449
LMTK2,-0.17195
LMTK3,-0.22224
LMX1A,0.048888
LMX1B,0.18115
LNPEP,-0.43912
LNPK,0.05208
LNX1,-0.257235
LNX2,-0.15889
LOC100129083,-0.30715
LOC100129216,0.05482
LOC100129520,0.04468
LOC100129697,-0.047636
LOC100129924,-0.038354
LOC100129940,0.17968
LOC100130357,-0.0034411
LOC100130370,0.45157
LOC100130451,0.023404
LOC100130705,-0.076321
LOC100130880,-0.075775
LOC100131303,0.26887
LOC100132146,-0.1737
LOC100133267,0.18741
LOC100134391,0.02278
LOC100144595,-0.02007
LOC100287036,0.15052
LOC100289561,0.21654
LOC100505478,0.13954
LOC100505549,0.041955
LOC100505841,-0.31159
LOC100506388,-0.22763
LOC100506422,0.10293
LOC100507462,0.15604
LOC100652758,-0.043311
LOC100996634,-0.13774
LOC100996693,-0.10188
LOC101060321,-0.17387
LOC101060389,0.13843
LOC101927322,-0.085691
LOC101927572,-0.0279
LOC101927844,0.15918
LOC101928093,0.13366
LOC101928436,-0.12464
LOC101928841,0.067287
LOC101929372,0.17615
LOC101929983,-0.07776
LOC102723859,-0.069137
LOC102724279,0.077958
LOC102724862,-0.026226
LOC102724957,-0.080027
LOC113230,0.1482
LOC149373,0.12442
LOC158434,0.047542
LOC200726,-0.1635
LOC283710,0.16243
LOC286238,0.051145
LOC339862,0.019838
LOC388282,0.1473
LOC388436,0.30136
LOC388780,-0.070246
LOC388813,-0.12118
LOC388849,-0.2342
LOC389602,-0.23347
LOC389895,0.0085313
LOC391003,-0.090876
LOC400736,0.05535
LOC400863,-0.070746
LOC400927-CSNK1E,-0.11109
LOC401052,0.083502
LOC403312,-0.13216
LOC441155,-0.005034
LOC554223,-0.18346
LOC643355,-0.1541
LOC643802,-0.16826
LOC645382,-0.20413
LOC650293,-0.1336
LOC653602,-0.013141
LOC728392,0.3342
LOC728485,0.32369
LOC729159,-0.24846
LOC730159,-0.055532
LOC730183,0.1429
LOC79999,-0.18374
LOC81691,0.25541
LONP1,-0.1518586
LONP2,0.61383
LONRF1,-0.08553
LONRF2,0.27594
LONRF3,0.10492
LORICRIN,-0.083148
LOX,-0.025032
LOXHD1,-0.067349
LOXL1,0.51775
LOXL2,-0.15639
LOXL3,-0.11151
LOXL4,-0.12286
LPA,0.12914
LPAR1,0.088842
LPAR2,-0.055368
LPAR3,-0.088831
LPAR4,-0.014277
LPAR5,0.16689
LPAR6,-0.10178
LPCAT1,-0.10028
LPCAT2,-0.50565
LPCAT3,-0.12265
LPCAT4,0.14307
LPGAT1,0.052251
LPIN1,-0.037871
LPIN2,-0.18047
LPIN3,-0.020573
LPL,0.0113
LPO,0.030777
LPP,0.10466
LPXN,0.0058275
LRAT,0.21591
LRATD1,-0.14998
LRATD2,0.021543
LRBA,0.10351
LRCH1,0.17091
LRCH2,-0.12197
LRCH3,0.097464
LRCH4,0.10734145
LRCOL1,0.034584
LRFN1,0.037631
LRFN2,0.046991
LRFN3,0.10172
LRFN4,0.05383
LRFN5,0.10752
LRG1,-0.055217
LRGUK,0.052174
LRIF1,-0.031537
LRIG1,-0.04275
LRIG2,-0.00043467
LRIG3,0.027024
LRIT1,-0.13644
LRIT2,-0.16696
LRIT3,-0.065932
LRP10,0.16816
LRP11,-0.040272
LRP12,-0.0014925
LRP1B,-0.13877
LRP2,-0.019068
LRP2BP,-0.491
LRP3,-0.013667
LRP4,0.020254
LRP5,-0.132779
LRP5L,0.24213
LRP6,0.14501
LRP8,0.11718
LRPAP1,0.0041691
LRPPRC,0.46023
LRR1,-0.17693
LRRC1,-0.1986
LRRC10,-0.006371
LRRC10B,0.15831
LRRC14,-0.026477
LRRC14B,-0.15484
LRRC15,0.049676
LRRC17,0.063089
LRRC18,0.50315
LRRC19,-0.1484
LRRC2,0.13362
LRRC20,0.17468
LRRC23,0.15952
LRRC24,0.099105
LRRC25,0.3853
LRRC26,0.26626
LRRC27,0.023413
LRRC28,-0.25159
LRRC29,0.1508
LRRC3,-0.0070939
LRRC30,0.10339
LRRC31,-0.014583
LRRC32,0.081835
LRRC34,-0.21668
LRRC36,-0.27471
LRRC37A,-0.21024
LRRC37A2,-0.0015471
LRRC37A3,0.040306
LRRC37B,-0.10191
LRRC38,-0.093955
LRRC39,0.032871
LRRC3B,0.26994
LRRC3C,-0.2499
LRRC4,-0.11429
LRRC40,-0.052349
LRRC41,-0.034752
LRRC42,0.19577
LRRC43,-0.057348
LRRC45,0.33261
LRRC46,0.12147
LRRC47,0.19264
LRRC49,-0.013558
LRRC4B,-0.34073
LRRC4C,-0.056295
LRRC52,-0.20398
LRRC55,0.19073
LRRC56,-0.17534
LRRC57,-0.3671
LRRC58,-0.059389
LRRC59,0.10909
LRRC61,0.023635
LRRC63,0.016613
LRRC66,-0.1306
LRRC69,-0.19524
LRRC7,-0.064914
LRRC70,-0.0081349
LRRC71,0.098366
LRRC72,0.024279
LRRC73,0.13034
LRRC74A,-0.046347
LRRC74B,0.24659
LRRC75A,-0.44258
LRRC75B,0.2311
LRRC8A,0.09074
LRRC8B,0.2343
LRRC8C,0.06066
LRRC8D,0.1966
LRRC8E,-0.050741
LRRCC1,-0.28844
LRRD1,0.043835
LRRFIP1,0.065368
LRRFIP2,-0.42628
LRRIQ1,0.18684
LRRIQ3,0.015556
LRRIQ4,-0.027292
LRRK1,-0.18721
LRRK2,-0.057017
LRRN2,0.18489
LRRN3,-0.16584
LRRN4,-0.10656
LRRN4CL,-0.066129
LRRTM1,-0.32736
LRRTM2,0.13718
LRRTM3,0.11735
LRRTM4,-0.15024
LRSAM1,-0.1508
LRTM1,0.19152
LRTM2,0.0033657
LRTOMT,0.14498
LRWD1,0.12672
LSAMP,0.14943
LSG1,0.078649
LSM1,0.044099
LSM10,-0.10313
LSM11,-0.004659
LSM12,-0.087123
LSM14A,0.12256
LSM14B,0.080106
LSM2,0.36641
LSM3,0.1798
LSM4,0.0069194
LSM5,0.13536
LSM6,0.047968
LSM7,-0.21629
LSM8,-0.10685
LSMEM1,0.10269
LSMEM2,0.013723
LSP1,0.13156
LSR,-0.031448
LSS,-0.1808
LST1,-0.30075
LTA,0.053292
LTA4H,-0.14574
LTB,-0.13657
LTB4R,-0.076846
LTB4R2,-0.0407725
LTBP1,-0.27159
LTBP2,-0.12455
LTBP3,0.23762
LTBP4,0.15052
LTBR,-0.093285
LTC4S,0.26484
LTF,-0.052825
LTK,0.029203
LTN1,0.048826
LTO1,-0.09149
LTV1,-0.046843
LUC7L,-0.23445
LUC7L2,0.025693
LUC7L3,0.094647
LUM,-0.052432
LURAP1,0.0030486
LURAP1L,-0.022143
LUZP1,-0.008441
LUZP2,0.19156
LUZP4,0.10904
LUZP6,-0.11894
LVRN,0.31091
LXN,0.12194
LY6D,-0.18912
LY6E,-0.054783
LY6G5B,0.19687
LY6G5C,0.13153
LY6G6C,-0.011854
LY6G6F,-0.0618025
LY6H,0.19922
LY6K,-0.04174
LY75,0.0060999
LY75-CD302,-0.25087
LY86,0.20799
LY9,0.018889
LY96,0.053792
LYAR,0.077218
LYG1,0.078375
LYG2,0.097554
LYL1,0.01929
LYN,-0.10951
LYNX1,-0.07165
LYPD1,-0.025859
LYPD2,-0.10056
LYPD3,0.11101
LYPD4,0.10956
LYPD5,0.25732
LYPD6,0.021814
LYPD6B,0.014043
LYPD8,-0.24594
LYPLA1,0.12033
LYPLA2,0.028564
LYPLAL1,-0.098759
LYRM1,-0.012627
LYRM2,0.0404
LYRM4,-0.15167
LYRM7,-0.030846
LYRM9,0.051418
LYSET,0.14714
LYSMD1,0.018981
LYSMD2,0.15937
LYSMD3,0.22059
LYSMD4,-0.1414
LYST,-0.023548
LYVE1,-0.10129
LYZ,0.091243
LYZL1,0.15341
LYZL2,-0.12116
LYZL4,-0.13476
LYZL6,0.022274
LZIC,0.11432
LZTFL1,0.03982
LZTR1,0.14557
LZTS1,-0.12574425
LZTS2,0.1566
LZTS3,0.28776
M1AP,-0.29409
M6PR,-0.12544
MAB21L1,0.07773
MAB21L2,0.20869
MAB21L3,-0.048798
MAB21L4,0.0314
MACC1,0.1002
MACF1,0.024039
MACIR,0.14505
MACO1,-0.20615
MACROD1,-0.04921
MACROD2,-0.029052
MACROH2A1,-0.30176
MACROH2A2,-0.18791
MAD1L1,0.089377
MAD2L1,-0.34261
MAD2L1BP,-0.17988
MAD2L2,-0.16208
MADCAM1,0.083603
MAEA,-0.1284
MAEL,-0.081333
MAF,0.19874
MAF1,-0.062126
MAFB,0.029898
MAFF,-0.30731
MAFG,0.27219
MAFK,0.34786
MAGEA1,0.091753
MAGEA10,-0.046501
MAGEA10-MAGEA5,0.12753
MAGEA11,0.12241
MAGEA12,-0.30319
MAGEA2B,0.0503945
MAGEA3,-0.10842
MAGEA4,-0.079709
MAGEA5,0.17492
MAGEA6,0.105
MAGEA8,-0.14896
MAGEA9,-0.088956
MAGEA9B,-0.13909
MAGEB1,-0.032728
MAGEB10,-0.2499
MAGEB16,-0.095926
MAGEB17,0.21332
MAGEB18,0.11839
MAGEB2,-0.041066
MAGEB3,0.27873
MAGEB4,-0.10363
MAGEB5,-0.010318
MAGEB6,-0.13462
MAGEC1,-0.0051628
MAGEC2,0.00309285
MAGEC3,-0.072078
MAGED1,-0.080631
MAGED2,-0.096578
MAGED4,0.68532
MAGED4B,-0.083822
MAGEE2,-0.10624
MAGEF1,-0.2273
MAGEH1,0.1835
MAGEL2,0.023918
MAGI2,0.054281
MAGI3,-0.01734
MAGIX,0.041277
MAGOH,0.027124
MAGOHB,0.037443
MAGT1,-0.17025
MAIP1,0.35873
MAJIN,0.12927
MAK16,-0.33237
MAL2,0.20862
MALL,0.17602
MALRD1,0.23442
MALSU1,-0.065508
MALT1,-0.11755
MAMDC2,0.51403
MAMDC4,0.01794
MAML1,0.10549
MAML2,-0.0064544
MAML3,-0.12038
MAMLD1,0.081521
MAMSTR,0.068497
MAN1A1,-0.091515
MAN1A2,-0.18006
MAN1B1,-0.12096
MAN1C1,0.02741
MAN2A1,0.066726
MAN2A2,0.032639
MAN2B1,-0.074516
MAN2B2,-0.086531
MAN2C1,0.1406
MANBA,0.15566
MANBAL,0.0092149
MANEA,-0.05431
MANEAL,0.061413
MANF,0.30253
MANSC1,0.17442
MANSC4,0.043785
MAOA,-0.015514
MAOB,0.085287
MAP10,-0.075851
MAP1B,0.28923
MAP1LC3A,0.091894
MAP1LC3B,-0.088373
MAP1LC3B2,-0.0072973
MAP1LC3C,0.17286
MAP1S,0.1955
MAP2K1,-0.047233
MAP2K2,-0.12369
MAP2K3,0.10384
MAP2K4,0.077498
MAP2K5,-0.1151
MAP2K6,-0.018412
MAP2K7,0.053989
MAP3K1,0.034984
MAP3K10,-0.10888
MAP3K11,-0.0047158
MAP3K12,0.26744
MAP3K13,0.0059928
MAP3K14,0.20782
MAP3K15,0.19461
MAP3K19,0.062487
MAP3K2,0.3186
MAP3K20,-0.29616
MAP3K21,0.060161
MAP3K3,0.066618
MAP3K4,-0.11288
MAP3K5,-0.082904
MAP3K6,-0.43073
MAP3K7,0.19509
MAP3K7CL,0.070864
MAP3K8,0.13036
MAP3K9,0.025871
MAP4,-0.20089
MAP4K1,-0.07275
MAP4K2,0.0996865
MAP4K3,0.35609
MAP4K4,0.29612
MAP4K5,-0.0517288
MAP6,0.28628
MAP6D1,0.079699
MAP7,-0.1605
MAP7D1,-0.042146
MAP7D2,-0.0084052
MAP7D3,-0.062408
MAP9,-0.1395
MAPK1,0.36317
MAPK10,-0.11638
MAPK11,-0.30261
MAPK12,-0.18494
MAPK13,-0.03921
MAPK14,0.069917
MAPK15,-0.10832
MAPK1IP1L,-0.089893
MAPK3,0.094561
MAPK4,-0.23482
MAPK6,-0.11148
MAPK7,-0.048403
MAPK8,0.17312
MAPK8IP1,0.03407
MAPK8IP2,0.030073
MAPK8IP3,0.049958
MAPK9,-0.14365
MAPKAP1,-0.47927
MAPKAPK2,-0.17985
MAPKAPK3,0.2218
MAPKAPK5,-0.055476
MAPKBP1,-0.13671
MAPRE1,-0.098517
MAPRE2,0.093285
MAPRE3,0.4363
MAPT,-0.1428
MARCKS,-0.32969
MARCKSL1,0.079101
MARCO,0.10582
MARF1,0.12551
MARK1,-0.005269
MARK2,-0.11262
MARK3,-0.156
MARK4,0.037723
MARS1,-0.10837
MARS2,0.026639
MARVELD1,0.057196
MARVELD2,-0.13077
MARVELD3,0.084802
MAS1L,-0.13754
MASP1,-0.20001
MASP2,-0.17639
MAST2,-0.042033
MAST3,0.16252
MAST4,0.14699
MASTL,-0.30919
MAT1A,0.22975
MAT2A,0.098455
MAT2B,-0.038598
MATCAP1,0.37497
MATCAP2,0.062089
MATK,-0.060291
MATN1,0.09052
MATN2,0.043576
MATN3,0.098797
MATN4,-0.11543
MATR3,-0.050291
MAU2,0.029097
MAVS,-0.043587
MAX,0.046974
MAZ,0.16861
MB,-0.0019185
MB21D2,-0.07081
MBD1,-0.112355
MBD2,0.16725
MBD3,-0.049351
MBD3L1,-0.043606
MBD3L2,0.19408
MBD3L3,0.034921
MBD3L4,-0.038753
MBD3L5,-0.029776
MBD4,0.11018765
MBD5,-0.1137
MBD6,-0.17978
MBIP,0.366
MBL2,0.22933
MBLAC1,0.036993
MBLAC2,-0.0035701
MBNL1,-0.21153
MBNL2,0.40084
MBNL3,0.19558
MBOAT1,0.34606
MBOAT2,0.090646
MBOAT4,-0.14943
MBOAT7,-0.035932
MBTD1,0.080691
MBTPS1,0.11391
MBTPS2,0.067151
MC1R,-0.042454
MC2R,-0.069617
MC3R,-0.027701
MC4R,-0.41811
MC5R,-0.28603
MCAM,-0.099969
MCAT,-0.030261
MCC,-0.063653
MCCC1,-0.10109
MCCC2,-0.040316
MCCD1,-0.06538
MCEE,-0.023339
MCEMP1,-0.30723
MCF2,-0.076387
MCF2L,-0.1078
MCF2L2,-0.037967
MCFD2,0.046627
MCHR1,-0.046311
MCHR2,-0.28356
MCIDAS,-0.064846
MCL1,-0.23618
MCM10,-0.10925
MCM3,0.15926
MCM3AP,-0.00063426
MCM4,-0.32615
MCM5,0.056226
MCM6,-0.22653
MCM7,0.019996334
MCM8,0.17275
MCM9,0.13342
MCMBP,0.30662
MCMDC2,0.025923
MCOLN1,0.22471
MCOLN2,0.059327
MCOLN3,0.19917
MCPH1,-0.0532
MCRIP1,0.05044
MCRIP2,0.037498
MCRS1,-0.011183
MCTP1,0.053826
MCTP2,-0.43573
MCTS1,-0.066688
MCU,0.11759
MCUB,-0.022355
MCUR1,0.10021
MDC1,-0.1539
MDFI,-0.16725
MDFIC,0.053806
MDGA1,0.14411
MDGA2,0.051081
MDH1,-0.090942
MDH1B,-0.048438
MDH2,0.037772
MDK,0.0465
MDM1,-0.11296
MDM2,0.12745
MDM4,0.17147
MDN1,0.34485
MDP1,-0.17723
ME1,-0.11753
ME3,-0.060268
MEA1,-0.21484
MEAF6,-0.41963
MEAK7,0.12626
MECOM,-0.020644
MECP2,-0.11258
MECR,0.099166
MED10,-0.27055
MED11,-0.4098
MED12,-0.192345
MED12L,-0.31644
MED13,-0.3406
MED13L,-0.14922
MED14,-0.43936
MED14OS,-0.12359
MED15,-0.10848
MED16,0.14753
MED17,-0.062578
MED18,-0.086736
MED19,-0.013563
MED21,-0.21809
MED22,0.090486
MED23,0.084249
MED24,-0.1147
MED26,0.010664
MED27,0.23936
MED28,0.55996
MED29,0.056725
MED30,-0.37092
MED31,-0.20915
MED4,-0.1908
MED6,-0.1367
MED7,-0.12648
MED8,0.018795
MED9,0.170616
MEDAG,0.064143
MEF2A,0.17001
MEF2B,-0.30271
MEF2BNB-MEF2B,-0.058815
MEF2C,-0.097637
MEF2D,0.1641
MEFV,0.024671
MEGF10,-0.22241
MEGF11,-0.077193
MEGF6,-0.14188
MEGF8,0.1016
MEGF9,-0.015936
MEI1,-0.095746
MEI4,0.094135
MEIG1,-0.11296
MEIKIN,0.042918
MEIOB,0.10726
MEIOC,-0.085827
MEIS1,0.09177
MEIS2,0.14406
MEIS3,-0.062193
MELK,0.23983
MELTF,-0.12002
MEMO1,0.012806
MEN1,-0.42203
MEOX1,0.021388
MEOX2,-0.26108
MEP1A,-0.25319
MEP1B,0.11268
MEPCE,-0.2816
MEPE,-0.19709
MERTK,0.29936
MESD,-0.14906
MESP1,-0.063214
MESP2,-0.15479
MEST,0.12438
MET,-0.1597
METAP1,0.030125
METAP1D,0.026324
METAP2,-0.068965
METRN,0.15899
METRNL,-0.043907
METTL1,-0.16169
METTL13,-0.2021
METTL14,0.096178
METTL15,0.27671
METTL16,0.26193
METTL17,-0.16491
METTL18,-0.26233
METTL21A,0.14716
METTL21C,-0.021993
METTL22,0.13188
METTL23,-0.070562
METTL24,0.023382
METTL25,-0.02531
METTL25B,-0.056345
METTL26,-0.2179
METTL27,-0.26031
METTL2A,0.15318
METTL2B,0.45682
METTL3,-0.0030224
METTL4,-0.033918
METTL5,-0.085437
METTL6,-0.2162
METTL8,-0.23733
METTL9,0.10924
MEX3A,0.094161
MEX3B,0.13756
MEX3C,-0.071707
MEX3D,-0.043151
MFAP1,-0.15274
MFAP2,-0.15522
MFAP3,-0.11665
MFAP3L,-0.30943
MFAP4,-0.31769
MFAP5,-0.12158
MFF,0.00093064
MFGE8,-0.031478
MFHAS1,0.34035
MFN1,0.009135
MFN2,0.15844
MFNG,0.16764
MFRP,-0.0022735
MFSD1,-0.045147
MFSD10,-0.31491
MFSD11,0.29857
MFSD12,-0.14688
MFSD13A,0.012795
MFSD14A,-0.16648
MFSD14B,-0.22981
MFSD2A,0.014321
MFSD2B,-0.0071849
MFSD3,-0.46779
MFSD4A,-0.23847
MFSD4B,0.14347
MFSD5,0.058994
MFSD6,-0.025524
MFSD6L,0.012121
MFSD8,-0.023479
MFSD9,0.011802
MGAM,0.2569
MGAM2,0.19782
MGARP,0.14861
MGAT4A,0.0016508
MGAT4B,-0.11542
MGAT4C,0.2174
MGAT4D,-0.093951
MGAT5,-0.11511
MGAT5B,-0.098489
MGC57346-CRHR1,-0.16752
MGLL,-0.080854
MGME1,0.28016
MGMT,0.010609
MGP,0.038171
MGRN1,0.15235
MGST1,-0.0093025
MGST2,-0.0018675
MGST3,-0.0047138
MIA,0.11479
MIA3,-0.0010114
MIB1,-0.074449
MIB2,-0.19603
MICA,-0.055626
MICAL1,-0.013477
MICAL2,-0.064916
MICAL3,-0.38411
MICALL1,0.11886
MICALL2,0.091704
MICB,-0.0049591
MICOS10,0.23246
MICOS13,-0.010369
MICU1,-0.070834
MICU2,0.16298
MICU3,-0.16872
MID1,-0.15785
MID1IP1,-0.028802
MID2,-0.10645
MIDEAS,0.31649
MIDN,-0.12192
MIEF1,-0.31088
MIEF2,0.12398
MIEN1,-0.04672
MIER1,0.19664
MIER2,-0.20325
MIER3,0.11137
MIF4GD,-0.31107
MIGA1,0.15374
MIGA2,-0.15241
MIIP,-0.16774
MILR1,-0.11734
MINAR1,-0.17991
MINAR2,0.15903
MINDY1,-0.079796
MINDY2,0.10337
MINDY3,-0.15595
MINDY4,-0.043909
MINK1,-0.081564
MINOS1-NBL1,0.11542
MINPP1,0.0027675
MIOS,-0.008048
MIOX,-0.34575
MIPEP,0.14831
MIPOL1,-0.073538
MIR1-1HG,0.10403
MIR205HG,-0.20917
MIS12,-0.0068594
MIS18A,-0.092308
MIS18BP1,0.073004
MISP,0.25982
MITD1,-0.015441
MITF,-0.043235
MIX23,-0.28386
MIXL1,-0.011395
MKI67,-0.042814
MKKS,0.13305
MKLN1,0.022947
MKNK1,-0.094849
MKNK2,0.2825
MKRN1,0.1455
MKRN2,-0.1094
MKRN2OS,-0.082756
MKRN3,-0.15873
MKS1,-0.079121
MKX,-0.10351
MLANA,0.14873
MLEC,0.44912
MLF1,0.2545
MLF2,-0.044161
MLH1,-0.070775
MLH3,0.00075861
MLIP,0.22337
MLKL,0.25675
MLLT1,-0.015986
MLLT10,-0.29994
MLLT11,-0.051534
MLLT3,-0.13377
MLLT6,0.0090002
MLNR,-0.12063
MLPH,0.10905
MLST8,-0.1938
MLX,0.11983
MLXIP,-0.39114
MLXIPL,0.044219
MLYCD,0.049669
MMAA,0.074663
MMAB,0.1206
MMACHC,-0.55465
MMADHC,0.08164
MMD,0.010421
MMD2,0.15468
MME,0.13996
MMEL1,-0.079706
MMGT1,0.013039
MMP1,0.025921
MMP10,0.076834
MMP11,0.0052179
MMP12,-0.074998
MMP13,-0.011167
MMP14,0.2754
MMP15,0.18139
MMP16,0.052122
MMP17,-0.076574
MMP19,-0.034493
MMP2,0.37215
MMP21,0.044857
MMP23B,-0.0543
MMP24,-0.00064537
MMP25,-0.1170345
MMP26,0.19693
MMP27,0.15833
MMP28,-0.1321
MMP3,0.14138
MMP7,-0.080654
MMP8,-0.13
MMP9,0.17304
MMRN1,-0.12589
MMRN2,-0.105244
MMS19,-0.1897
MMS22L,0.17677
MMUT,0.083607
MN1,-0.076353
MNAT1,-0.41026
MND1,-0.043416
MNDA,-0.11351
MNS1,0.089586
MNT,-0.15203
MNX1,0.049393
MOAP1,-0.082463
MOB1A,0.12934
MOB1B,-0.38689
MOB2,-0.28999
MOB3A,0.23333
MOB3B,0.095466
MOB3C,0.087105
MOB4,0.30606
MOBP,0.092902
MOCOS,-0.04381
MOCS1,0.029008
MOCS2,0.28599
MOCS3,-0.17332
MOG,-0.16518
MOGAT1,0.146895
MOGAT2,-0.178963
MOGAT3,-0.00311
MOGS,-0.22716
MOK,0.05187
MON1A,-0.24772
MON1B,0.078235
MON2,0.11283
MORC1,-0.01474
MORC2,-0.13859
MORC3,0.21075
MORC4,0.26717
MORF4L1,0.0404
MORF4L2,-0.14486
MORN1,0.060003
MORN2,0.085849
MORN3,0.26343
MORN4,-0.15722
MORN5,0.044265
MOSMO,-0.29295
MOSPD1,-0.050303
MOSPD2,0.11342
MOSPD3,-0.10465
MOV10,-0.14608
MOV10L1,-0.22925
MOXD1,-0.02333
MPC1,-0.081494
MPC1L,-0.18183
MPC2,0.090144
MPDU1,0.015202
MPEG1,-0.14449
MPG,-0.027955
MPHOSPH10,-0.33194
MPHOSPH6,0.0037396
MPHOSPH8,-0.15316
MPHOSPH9,-0.026636
MPI,0.037828
MPIG6B,-0.2132
MPL,-0.078706
MPLKIP,-0.10813
MPND,-0.038419
MPO,0.06462
MPP3,0.028664
MPPE1,0.25239
MPPED1,-0.019553
MPPED2,0.19696
MPRIP,-0.24417
MPST,-0.090389
MPV17,-0.07363
MPV17L,-0.22667
MPV17L2,-0.001786
MPZ,-0.090831
MPZL1,0.050543
MPZL2,0.038792
MPZL3,-0.012788
MR1,-0.18334
MRAP,-0.069874
MRAP2,-0.14773
MRAS,-0.34763
MRC1,-0.061688
MRC2,0.039914
MRE11,-0.11718
MREG,0.023086
MRFAP1,0.27909
MRFAP1L1,-0.097392
MRGBP,0.23085
MRGPRD,0.073169
MRGPRE,0.031021
MRGPRF,0.18094
MRGPRG,-0.1242
MRGPRX1,0.0096141
MRGPRX2,-0.0078051
MRGPRX3,0.19902
MRGPRX4,-0.016306
MRI1,-0.30808
MRLN,0.256672
MRM1,-0.087998
MRM2,0.011181
MRM3,-0.21989
MRNIP,-0.17096
MRO,0.041943
MROH1,0.26348
MROH2A,0.15821
MROH2B,-0.25962
MROH5,-0.027789
MROH6,-0.38164
MROH7,0.046182
MROH8,0.24177
MROH9,-0.16357
MRPL1,0.23396
MRPL10,-0.1064
MRPL11,-0.0023139
MRPL12,-0.032949
MRPL13,-0.187745
MRPL14,0.27016
MRPL15,-0.090197
MRPL16,0.12128
MRPL17,0.11874
MRPL18,0.13978
MRPL19,-0.016974
MRPL2,0.07849
MRPL20,0.13338
MRPL21,0.18897
MRPL22,-0.34858
MRPL23,0.060105
MRPL24,0.13671
MRPL28,-0.44645
MRPL3,0.13752
MRPL30,0.37867
MRPL32,-0.0049554
MRPL33,0.12697
MRPL34,-0.078162
MRPL35,-0.23234
MRPL36,0.13807
MRPL37,-0.20542
MRPL38,0.045088
MRPL39,0.28304
MRPL4,-0.32606
MRPL40,0.065437
MRPL41,0.1204385
MRPL42,-0.079813
MRPL43,-0.0087017
MRPL44,0.12486
MRPL45,0.031342
MRPL46,0.037266
MRPL47,-0.029167
MRPL48,-0.20984
MRPL49,0.18964
MRPL50,-0.018163
MRPL51,0.2724
MRPL52,-0.039198
MRPL53,0.015907
MRPL54,0.16229
MRPL55,0.20666
MRPL57,0.24224
MRPL58,0.18894
MRPL9,0.069254
MRPS10,-0.20972
