Gene,Score
MROH5,-1.28611355
MROH6,-3.086490672
MROH7,-1.522878844
MROH8,-0.657618251
MROH9,-0.352609378
MRPL1,-0.301788542
MRPL10,-0.666932082
MRPL11,-0.736822798
MRPL12,-0.669265407
MRPL13,-1.108543714
MRPL14,-0.712494519
MRPL15,-0.841267557
MRPL16,-0.771481773
MRPL17,-0.997850944
MRPL18,-1.286351711
MRPL19,-1.463533708
MRPL2,-1.398215557
MRPL20,-0.94680498
MRPL21,-0.218314848
MRPL22,-0.398712221
MRPL23,-1.783244708
MRPL24,-0.630574504
MRPL27,-0.682541154
MRPL28,-1.355613065
MRPL3,-1.182086871
MRPL30,-0.206602223
MRPL32,-0.460825655
MRPL33,-2.351424157
MRPL34,-0.192539583
MRPL35,-1.144718702
MRPL36,-1.569040064
MRPL37,-0.779228426
MRPL38,-0.768922675
MRPL39,-0.616138402
MRPL4,-1.118138573
MRPL40,-0.841852047
MRPL41,-0.79595539
MRPL42,-1.370895203
MRPL43,-1.343838407
MRPL44,-1.630091929
MRPL45,-1.531523363
MRPL46,-3.052633886
MRPL47,-1.566946726
MRPL48,-0.464886123
MRPL49,-0.457750473
MRPL50,-0.175718244
MRPL51,-0.766600835
MRPL52,-0.493680076
MRPL53,-1.557831132
MRPL54,-0.528861149
MRPL55,-1.809686361
MRPL57,-0.93458432
MRPL9,-0.489990446
MRPS10,-0.946718108
MRPS11,-2.598153461
MRPS12,-0.33148456
MRPS14,-0.808349152
MRPS15,-0.845318877
MRPS16,-0.917453981
MRPS17,-0.918888975
MRPS18A,-0.529578389
MRPS18B,-1.666617557
MRPS18C,-0.739092922
MRPS2,-1.27649044
MRPS21,-0.527188511
MRPS22,-2.36097724
MRPS23,-2.606979724
MRPS24,-1.298427791
MRPS25,-1.424451758
MRPS26,-0.68898255
MRPS27,-0.706365989
MRPS28,-0.677630679
MRPS30,-0.689720595
MRPS31,-0.564986153
MRPS33,-0.292604594
MRPS34,-1.527893542
MRPS35,-1.940332848
MRPS36,-0.765755648
MRPS5,-1.536478229
MRPS6,-1.651785121
MRPS7,-0.736789915
MRPS9,-0.955418504
MRRF,-0.421368557
MRS2,-0.435261691
MRTO4,-0.452126633
MRVI1,-0.902133029
MS4A1,-1.097774287
MS4A10,-1.360464483
MS4A12,-1.174602419
MS4A13,-0.829088638
MS4A14,-0.60926659
MS4A15,-0.355080498
MS4A18,-1.095213039
MS4A2,-0.146577914
MS4A3,-0.263469389
MS4A4A,-1.384078271
MS4A5,-0.475003524
MS4A6A,-1.206331706
MS4A6E,-0.570278943
MS4A7,-0.809660725
MS4A8,-0.649113409
MSANTD1,-1.316863067
MSANTD2,-0.259140562
MSANTD3,-0.827579871
MSANTD3-TMEFF1,-0.903708775
MSANTD4,-0.120654826
MSC,-0.499233955
MSGN1,-0.841610471
MSH2,-0.788800591
MSH3,-0.498278137
MSH4,-0.382559777
MSH5,-0.353980251
MSH6,-0.642924954
MSI1,-0.180490063
MSI2,-0.876747206
MSL1,-0.096157456
MSL2,-0.761971371
MSL3,-0.022151948
MSLN,-0.384245133
MSMB,-1.548057155
MSMO1,-0.436807692
MSMP,-0.58373065
MSN,-1.624506074
MSR1,-0.107464523
MSRA,-0.628084595
MSRB1,-0.71435521
MSRB2,-0.488964403
MSRB3,-1.172953693
MSS51,-0.362161659
MST1,-0.949571047
MST1R,-0.735709283
MSTN,-0.771792541
MSTO1,-1.112581468
MSX1,-0.74726358
MSX2,-0.939228252
MT1A,-1.990190817
MT1B,-0.788096357
MT1E,-1.0758371
MT1F,-0.853444703
MT1G,-1.387318029
MT1H,-0.964017829
MT1M,-0.249855368
MT1X,-0.443146338
MT2A,-0.657208875
MT3,-1.653214746
MT4,-0.674715374
MTA1,-2.369053693
MTA2,-1.753059275
MTA3,-0.109336714
MTAP,-0.327742371
MTBP,-0.634097008
MTCH1,-0.413342574
MTCH2,-2.285383692
MTCL1,-0.469850436
MTCP1,-1.116634773
MTDH,-1.029414757
MTERF1,-0.348030972
MTERF2,-0.785740816
MTERF3,-1.771590311
MTERF4,-0.28302361
MTF1,-1.045532582
MTF2,-0.507471802
MTFMT,-0.543530507
MTFP1,-1.068887622
MTFR1,-0.153994184
MTFR1L,-0.240414619
MTFR2,-1.288443934
MTG1,-0.296900667
MTG2,-0.837092713
MTHFD1,-0.101893729
MTHFD1L,-0.812678559
MTHFD2,-0.108583024
MTHFD2L,-1.660671627
MTHFR,-2.648400764
MTHFS,-1.491654553
MTHFSD,-0.175009683
MTIF2,-0.5397641
MTIF3,-0.688086373
MTL5,-0.581591275
MTM1,-0.724650498
MTMR1,-1.242138908
MTMR10,-0.134838178
MTMR11,-0.490066903
MTMR12,-0.849146473
MTMR14,-0.376841004
MTMR2,-0.284315488
MTMR3,-0.502270529
MTMR4,-1.263596706
MTMR6,-0.604474132
MTMR7,-0.985100435
MTMR8,-1.111368309
MTMR9,-0.750978038
MTNR1A,-0.720941782
MTNR1B,-0.314973249
MTO1,-0.16093783
MTOR,-2.394898883
MTPAP,-1.004132715
MTPN,-1.146703204
MTR,-1.809049424
MTRF1,-0.610298435
MTRF1L,-0.437094109
MTRNR2L1,-0.268794556
MTRNR2L10,-0.190528271
MTRNR2L3,-0.189047616
MTRNR2L5,-0.766212429
MTRNR2L7,-0.295930302
MTRNR2L8,-0.828138853
MTRR,-0.598865026
MTSS1,-0.210120554
MTSS1L,-0.577722813
MTTP,-1.341733637
MTURN,-0.721944928
MTUS1,-0.593734025
MTUS2,-0.453915844
MTX1,-0.673788849
MTX2,-0.689786865
MTX3,-0.691064908
MUC1,-3.064277761
MUC12,-0.704186131
MUC13,-0.587831109
MUC15,-0.593672453
MUC16,-1.473120945
MUC17,-1.112631468
MUC19,-0.823057281
MUC2,-0.708368806
MUC20,-0.945929801
MUC21,-1.268189876
MUC22,-1.051306513
MUC3A,-1.01937299
MUC4,-0.210583802
MUC5AC,-1.423511938
MUC5B,-0.477359447
MUC6,-0.588717579
MUC7,-0.8802321
MUCL1,-0.639212608
MUL1,-0.855196791
MUM1,-0.301762576
MUM1L1,-0.512390656
MURC,-0.283596065
MUS81,-0.741039308
MUSK,-0.942474582
MUSTN1,-0.694877036
MUT,-0.284426353
MUTYH,-0.552556498
MVB12A,-0.381051906
MVB12B,-0.50476265
MVD,-1.186721514
MVK,-0.566134121
MVP,-1.115788113
MX1,-1.993812955
MX2,-3.450217689
MXD1,-0.478397604
MXD3,-0.384762616
MXD4,-0.30494063
MXI1,-0.03873333
MXRA5,-0.587980358
MXRA7,-0.555642515
MXRA8,-1.39522998
MYADM,-0.194909123
MYADML2,-0.478241372
MYB,-1.737225772
MYBBP1A,-0.446617942
MYBL1,-0.791797774
MYBL2,-1.260067901
MYBPC1,-0.929262614
MYBPC2,-0.353544162
MYBPC3,-0.542246751
MYBPH,-1.23521673
MYBPHL,-0.471118936
MYC,-1.640579673
MYCBP,-0.998166272
MYCBP2,-2.151301045
MYCBPAP,-0.996127348
MYCL,-0.426065727
MYCN,-0.529350833
MYCT1,-0.518249823
MYD88,-1.966898599
MYDGF,-1.031240425
MYEF2,-0.571124358
MYEOV,-0.412399665
MYEOV2,-2.324524646
MYF5,-0.501830547
MYF6,-0.681917399
MYH1,-0.536969668
MYH10,-0.547855316
MYH11,-0.637948551
MYH13,-0.795279659
MYH14,-1.288677797
MYH15,-0.637524807
MYH2,-0.926339639
MYH3,-1.44764768
MYH4,-0.925845124
MYH6,-0.891632552
MYH7,-0.891010746
MYH7B,-1.261552435
MYH8,-2.140565007
MYH9,-0.796425497
MYL1,-0.303414949
MYL10,-1.614711603
MYL12A,-0.622071453
MYL12B,-1.30757678
MYL2,-1.307648005
MYL3,-0.351030969
MYL4,-0.104133868
MYL5,-0.351983465
MYL6,-1.548831528
MYL6B,-1.568457986
MYL7,-0.597320109
MYL9,-0.352930171
MYLIP,-0.478173927
MYLK,-0.601827156
MYLK2,-1.472505119
MYLK3,-1.330133347
MYLK4,-0.428401018
MYLPF,-1.358417432
MYNN,-0.721530139
MYO10,-1.468456276
MYO15A,-0.365446364
MYO16,-0.076190381
MYO18A,-0.127318953
MYO18B,-0.823649203
MYO19,-0.359967096
MYO1A,-1.429127978
MYO1B,-0.102188306
MYO1C,-1.0114074
MYO1D,-1.101994795
MYO1E,-0.191367186
MYO1F,-0.539517678
MYO1G,-1.358851804
MYO1H,-0.894640983
MYO3A,-0.942113116
MYO3B,-0.971995821
MYO5A,-1.079091352
MYO5B,-0.158613958
MYO5C,-0.105066368
MYO6,-0.668708568
MYO7A,-1.456697515
MYO7B,-0.459759344
MYO9A,-1.120391044
MYO9B,-0.466411218
MYOC,-1.566096091
MYOCD,-1.621129836
MYOD1,-1.10072735
MYOF,-0.786883254
MYOG,-0.546815889
MYOM1,-1.328561406
MYOM2,-0.368123899
MYOM3,-1.10641641
MYOT,-0.472556466
MYOZ1,-1.604590455
MYOZ2,-0.106857771
MYOZ3,-0.26697513
MYPN,-0.943400354
MYPOP,-2.181964584
MYRF,-1.119986281
MYRFL,-0.211139098
MYRIP,-0.69235223
MYSM1,-1.831975739
MYT1,-4.64796192
MYT1L,-0.691364186
MYZAP,-0.434603543
MZB1,-0.43700818
MZF1,-1.420567666
MZT1,-0.448927462
MZT2A,-0.267769833
MZT2B,-0.251378495
N4BP1,-1.240266314
N4BP2,-1.135502433
N4BP2L1,-2.051359474
N4BP2L2,-0.301520372
N4BP3,-0.758022829
N6AMT1,-0.129113753
N6AMT2,-1.283616461
NAA10,-0.670695103
NAA11,-0.113311924
NAA15,-0.894476247
NAA16,-0.352213893
NAA20,-1.322622752
NAA25,-2.975660282
NAA30,-0.417936834
NAA35,-0.90096593
NAA38,-1.71644414
NAA40,-0.237598536
NAA50,-0.397950754
NAA60,-1.625179512
NAAA,-1.175936722
NAALAD2,-0.8131098
NAALADL1,-0.366612743
NAALADL2,-0.322829638
NAB1,-0.304886726
NAB2,-0.377762405
NABP1,-1.277968752
NABP2,-3.255854793
NACA,-0.243137304
NACA2,-0.261024111
NACAD,-0.786850967
NACC1,-0.06808785
NACC2,-1.445195207
NADK,-0.037128925
NADK2,-0.79425347
NADSYN1,-0.347546029
NAE1,-1.122891111
NAF1,-0.430544608
NAGA,-0.162653671
NAGK,-0.736579448
NAGLU,-1.921959619
NAGPA,-0.101021841
NAGS,-1.554133349
NAIF1,-0.7689355
NAIP,-0.423246206
NALCN,-0.42102734
NAMPT,-0.501845016
NANOG,-0.315597824
NANOGNB,-1.092722835
NANOS1,-0.246440523
NANOS2,-0.601320663
NANOS3,-0.342237777
NANP,-2.540615551
NANS,-0.122425087
NAP1L1,-0.14996557
NAP1L2,-0.778376761
NAP1L3,-1.080909085
NAP1L4,-1.813432729
NAP1L5,-0.25000151
NAPA,-0.775573477
NAPB,-0.504563953
NAPEPLD,-0.60934632
NAPG,-0.510183123
NAPRT,-1.042908033
NAPSA,-0.42974033
NARF,-0.423052909
NARFL,-0.842956736
NARR,-1.266119578
NARS,-0.931261049
NARS2,-1.255080073
NASP,-1.55097352
NAT1,-0.864534221
NAT10,-1.369901381
NAT14,-0.553201819
NAT16,-0.401059771
NAT2,-0.236780967
NAT6,-0.223278915
NAT8,-0.116152807
NAT8B,-0.412125209
NAT8L,-1.351179811
NAT9,-0.360465652
NATD1,-1.136046184
NAV1,-0.740697779
NAV2,-1.769325332
NAV3,-0.384571855
NBAS,-0.965886922
NBEA,-0.506983313
NBEAL1,-0.422088014
NBEAL2,-0.473340929
NBL1,-0.470053998
NBN,-1.340121441
NBPF10,-0.428754572
NBPF11,-0.360639269
NBPF15,-0.696077738
NBPF3,-0.3449136
NBPF4,-0.382131005
NBPF6,-0.261363587
NBR1,-1.024715397
NCALD,-1.563977393
NCAM1,-1.391994359
NCAM2,-2.197398787
NCAN,-0.48678208
NCAPD2,-0.660607282
NCAPD3,-1.698640889
NCAPG,-1.006895711
NCAPG2,-0.418229015
NCAPH,-1.300986125
NCAPH2,-1.066050324
NCBP1,-0.631591258
NCBP2,-0.580505557
NCCRP1,-0.899792039
NCDN,-0.335702697
NCEH1,-1.136996432
NCF1,-0.118872402
NCF2,-1.476982341
NCF4,-0.394239281
NCK1,-0.833619377
NCK2,-0.328244275
NCKAP1,-2.307492841
NCKAP1L,-1.579918245
NCKAP5,-0.603546166
NCKAP5L,-1.214412396
NCKIPSD,-0.368578571
NCL,-1.334924453
NCLN,-0.451073599
NCMAP,-0.608033644
NCOA1,-0.407926874
NCOA2,-0.074912212
NCOA3,-0.372669621
NCOA4,-0.27365969
NCOA5,-0.98043625
NCOA6,-5.479195529
NCOA7,-1.930474871
NCOR1,-0.213124994
NCOR2,-1.454816183
NCR1,-1.092461125
NCR2,-1.464467823
NCR3,-1.33108691
NCR3LG1,-0.398771655
NCS1,-2.092839067
NCSTN,-1.329744493
NDC1,-0.419149217
NDC80,-1.023072348
NDE1,-0.86872872
NDEL1,-0.177287746
NDFIP1,-0.218159464
NDFIP2,-0.527790134
NDN,-1.03791495
NDNF,-0.703927005
NDNL2,-1.121394243
NDOR1,-0.500275647
NDP,-0.549260904
NDRG1,-0.561708496
NDRG2,-1.107342947
NDRG3,-0.736258512
NDRG4,-0.767021254
NDST1,-0.292688599
NDST2,-0.567811712
NDST3,-1.559528248
NDST4,-0.972645612
NDUFA1,-0.558830144
NDUFA10,-0.756917983
NDUFA11,-1.205532055
NDUFA12,-0.451488816
NDUFA13,-0.247175254
NDUFA2,-0.620156564
NDUFA3,-1.186898625
NDUFA4,-1.494786849
NDUFA4L2,-0.674067705
NDUFA5,-0.413165796
NDUFA6,-0.248435372
NDUFA7,-0.367097747
NDUFA8,-0.871448272
NDUFA9,-0.521106202
NDUFAB1,-0.879870845
NDUFAF1,-0.758613812
NDUFAF2,-0.552958154
NDUFAF3,-0.297472154
NDUFAF4,-0.529796018
NDUFAF5,-0.733162844
NDUFAF6,-0.341317631
NDUFAF7,-0.879770481
NDUFB1,-0.482517917
NDUFB10,-0.477861915
NDUFB11,-0.506974491
NDUFB2,-0.218729261
NDUFB3,-0.504910406
NDUFB4,-0.545749115
NDUFB5,-0.42862201
NDUFB6,-0.490653627
NDUFB7,-0.691233114
NDUFB8,-0.322612246
NDUFB9,-0.680282845
NDUFC1,-0.386907384
NDUFC2,-0.527961157
NDUFC2-KCTD14,-0.527961157
NDUFS1,-0.800850567
NDUFS2,-1.181657824
NDUFS3,-0.512133163
NDUFS4,-0.99534255
NDUFS5,-0.425145474
NDUFS6,-0.712001231
NDUFS7,-0.211315735
NDUFS8,-1.293128991
NDUFV1,-0.991964818
NDUFV2,-0.666822603
NDUFV3,-0.324161637
NEB,-1.911753209
NEBL,-0.616644848
NECAB1,-0.603126514
NECAB2,-0.145756338
NECAB3,-1.10894838
NECAP1,-0.890886167
NECAP2,-1.611600581
NEDD1,-2.366288732
NEDD4,-0.282523589
NEDD4L,-0.903314934
NEDD8,-0.910445867
NEDD8-MDP1,-1.277997941
NEDD9,-0.156113217
NEFH,-0.738043137
NEFL,-0.590565361
NEFM,-0.40380885
NEGR1,-0.111364716
NEIL1,-0.555618569
NEIL2,-0.901118091
NEIL3,-1.067996068
NEK1,-1.09283029
NEK10,-1.770085853
NEK11,-1.320912534
NEK2,-0.597026629
NEK3,-0.810361673
NEK4,-0.97528637
NEK5,-0.485882182
NEK6,-0.084023322
NEK7,-0.595446195
NEK8,-0.561677115
NEK9,-0.287276018
NELFA,-0.757167821
NELFB,-0.639679201
NELFCD,-0.765388029
NELFE,-1.164032505
NELL1,-0.956069927
NELL2,-1.280024002
NEMF,-0.638896678
NENF,-0.96860086
NEO1,-0.713697974
NES,-0.482858543
NET1,-0.864517431
NETO1,-0.492475017
NETO2,-0.837817807
NEU1,-0.894696775
NEU2,-0.527098942
NEU3,-1.142708473
NEU4,-0.667108436
NEURL1,-0.281377792
NEURL1B,-1.399787591
NEURL2,-1.694667484
NEURL4,-0.903846714
NEUROD1,-0.797585754
NEUROD2,-0.681039971
NEUROD4,-0.727197298
NEUROD6,-0.215855899
NEUROG1,-0.837744827
NEUROG2,-1.610091222
NEUROG3,-0.385606634
NEXN,-1.452882643
NF1,-2.209964416
NF2,-1.08311338
NFAM1,-0.863671548
NFASC,-1.329041936
NFAT5,-1.397888434
NFATC1,-1.178491581
NFATC2,-0.386888721
NFATC2IP,-1.051970883
NFATC3,-0.445240594
NFATC4,-0.308712788
NFE2,-0.518071424
NFE2L1,-0.259511649
NFE2L2,-0.295715586
NFE2L3,-0.768675565
NFIA,-1.642063299
NFIB,-4.019025074
NFIC,-3.638478392
NFIL3,-0.303728111
NFIX,-1.229414039
NFKB1,-0.692870927
NFKB2,-0.462793382
NFKBIA,-1.2873477
NFKBIB,-0.863739523
NFKBID,-0.903389209
NFKBIE,-0.749956095
NFKBIL1,-2.505667637
NFKBIZ,-0.854861239
NFRKB,-0.2793791
NFS1,-0.778424292
NFU1,-0.228440696
NFX1,-0.602865909
NFXL1,-0.43667153
NFYA,-0.274824479
NFYB,-0.656481389
NFYC,-0.362897893
NGB,-0.812941403
NGDN,-0.592287556
NGEF,-0.201161688
NGF,-1.081409642
NGFR,-2.528065254
NGFRAP1,-0.538614123
NGLY1,-0.622027889
NGRN,-1.478196217
NHEJ1,-0.405756068
NHLH1,-0.717475298
NHLH2,-1.034430164
NHLRC1,-0.648069249
NHLRC2,-0.652081095
NHLRC3,-0.217693377
NHLRC4,-0.483261519
NHP2,-0.494067226
NHP2L1,-1.248401854
NHS,-0.553816387
NHSL1,-0.26199304
NHSL2,-0.796225748
NICN1,-0.499685942
NID1,-0.181225369
NID2,-1.314928696
NIF3L1,-0.719887319
NIM1K,-1.388898233
NIN,-1.090203254
NINJ1,-0.160408212
NINJ2,-0.907155981
NINL,-1.405512438
NIP7,-0.491329964
NIPA1,-0.535714483
NIPA2,-0.850905899
NIPAL1,-1.458076547
NIPAL2,-0.762916438
NIPAL3,-1.51708066
NIPAL4,-0.902069647
NIPBL,-1.505937222
NIPSNAP1,-0.667728269
NIPSNAP3A,-0.268988942
NIPSNAP3B,-0.217771051
NISCH,-1.139366498
NIT1,-0.303827167
NIT2,-1.457417144
NKAIN1,-0.246483791
NKAIN2,-0.239943731
NKAIN3,-0.968586389
NKAIN4,-0.458423439
NKAP,-1.139585963
NKAPL,-0.503093172
NKD1,-1.163330597
NKD2,-1.29581275
NKG7,-0.171979379
NKIRAS1,-0.027227497
NKIRAS2,-0.106123369
NKPD1,-0.490565926
NKRF,-1.225849585
NKTR,-0.28132447
NKX1-2,-0.924380172
NKX2-1,-1.367487497
NKX2-2,-0.733860398
NKX2-3,-0.502754971
NKX2-4,-0.334160271
NKX2-5,-0.445646727
NKX2-6,-1.280101016
NKX2-8,-0.492675984
NKX3-1,-0.308113458
NKX3-2,-0.824884308
NKX6-1,-0.568136477
NKX6-2,-1.413739745
NKX6-3,-2.472078207
NLE1,-0.726227429
NLGN1,-0.372804312
NLGN2,-0.760030351
NLGN3,-0.433802589
NLGN4X,-0.458134195
NLGN4Y,-0.303266602
NLK,-1.479523784
NLN,-0.632060419
NLRC3,-0.577142251
NLRC4,-0.113468525
NLRC5,-0.160462013
NLRP1,-0.601907727
NLRP10,-0.927454726
NLRP11,-0.499144633
NLRP12,-0.180460118
NLRP13,-0.208098841
NLRP14,-0.465115729
NLRP2,-1.572189589
NLRP3,-0.358648594
NLRP4,-0.820969039
NLRP5,-0.285647828
NLRP6,-0.787793358
NLRP7,-1.300871429
NLRP8,-0.928526504
NLRP9,-0.889357605
NLRX1,-0.685125982
NMB,-0.241806876
NMBR,-0.890512576
NMD3,-0.941462851
NME1,-0.720072615
NME1-NME2,-0.314773525
NME2,-0.958444749
NME3,-0.6275117
NME4,-1.391680682
NME5,-0.269251368
NME6,-0.425979319
NME7,-0.71363672
NME8,-0.759731191
NME9,-0.830223099
NMI,-0.465463944
NMNAT1,-0.026960521
NMNAT2,-1.435987716
NMNAT3,-1.160222972
NMRAL1,-0.762690899
NMRK1,-0.531781231
NMRK2,-1.761366061
NMS,-0.695890261
NMT1,-0.877241545
NMT2,-1.076831452
NMU,-0.288267377
NMUR1,-0.732258825
NMUR2,-0.56528744
NNAT,-0.65597441
NNMT,-0.989246228
NNT,-0.791061239
NOA1,-1.505571601
NOB1,-0.472381782
NOBOX,-1.302692352
NOC2L,-2.417742245
NOC3L,-1.825184912
NOC4L,-0.663346385
NOD1,-0.13069933
NOD2,-0.770083936
NODAL,-1.231859989
NOG,-0.904386574
NOL10,-0.682194999
NOL11,-0.689379141
NOL12,-0.469705046
NOL3,-1.390777189
NOL4,-0.507374558
NOL6,-0.547285438
NOL7,-0.699724916
NOL8,-2.595933082
NOL9,-0.953222649
NOLC1,-0.275859895
NOM1,-1.430154834
NOMO1,-0.998255168
NOMO2,-0.939279817
NOMO3,-0.146962215
NONO,-0.242587256
NOP10,-0.530975395
NOP14,-0.375337099
NOP16,-0.315151393
NOP2,-1.595068137
NOP56,-0.790652682
NOP58,-1.079138575
NOP9,-1.416200394
NOS1,-1.010375368
NOS1AP,-1.047797586
NOS2,-1.807867248
NOS3,-0.41268428
NOSIP,-1.236056623
NOSTRIN,-0.792123352
NOTCH1,-0.537170736
NOTCH2,-3.318109328
NOTCH2NL,-0.987964057
NOTCH3,-1.079885873
NOTCH4,-1.389705107
NOTO,-0.808154338
NOTUM,-0.823410129
NOV,-0.402463915
NOVA1,-0.82932561
NOVA2,-0.334981118
NOX1,-0.649860893
NOX3,-0.254071635
NOX4,-0.803878158
NOX5,-1.893580205
NOXA1,-1.366172149
NOXO1,-0.406353974
NOXRED1,-1.383107128
NPAP1,-0.7344565
NPAS1,-0.332033627
NPAS2,-1.466344571
NPAS3,-0.09512947
NPAS4,-2.049622392
NPAT,-1.935037868
NPB,-0.690056452
NPBWR1,-0.528950791
NPBWR2,-0.623337256
NPC1,-0.068384968
NPC1L1,-0.406926576
NPC2,-1.870847864
NPDC1,-0.569497748
NPEPL1,-0.144329113
NPEPPS,-0.905819924
NPFF,-0.671649766
NPFFR1,-1.423568519
NPFFR2,-1.209654227
NPHP1,-1.571162557
NPHP3,-1.598823563
NPHP4,-0.346899725
NPHS1,-0.616411993
NPHS2,-0.329365818
NPIPA1,-0.300690037
NPIPA2,-0.174144309
NPIPA3,-0.290997207
NPIPA5,-0.610949993
NPIPB5,-0.319191192
NPL,-0.072633832
NPLOC4,-0.486987236
NPM1,-1.236351474
NPM2,-0.151700667
NPM3,-0.406163592
NPNT,-0.201607455
NPPA,-1.656179771
NPPB,-0.943550757
NPPC,-0.260751715
NPR1,-1.370001825
NPR2,-1.075679245
NPR3,-0.049630265
NPRL2,-0.693769723
NPRL3,-0.691847269
NPS,-0.363094034
NPSR1,-0.563211505
NPTN,-0.208912915
NPTX1,-0.198874698
NPTX2,-1.156552633
NPTXR,-0.19619821
NPVF,-0.892487304
NPW,-0.138030494
NPY,-1.222694109
NPY1R,-2.647796432
NPY2R,-1.519904148
NPY4R,-1.927813696
NPY5R,-1.558883183
NQO1,-0.483106123
NQO2,-0.210249562
NR0B1,-0.448185012
NR0B2,-1.672020884
NR1D1,-0.214571254
NR1D2,-0.127473874
NR1H2,-1.06208182
NR1H3,-0.70511891
NR1H4,-2.114178968
NR1I2,-1.200235924
NR1I3,-1.132372882
NR2C1,-0.745092197
NR2C2,-0.306992404
NR2C2AP,-1.432976975
NR2E1,-1.487815397
NR2E3,-0.660302014
NR2F1,-4.411362942
NR2F2,-0.661930017
NR2F6,-1.034431301
NR3C1,-0.833469677
NR3C2,-0.887047644
NR4A1,-0.548493918
NR4A2,-1.288788748
NR4A3,-0.337018867
NR5A1,-0.096964787
NR5A2,-1.716948233
NR6A1,-0.310431674
NRAP,-0.488013307
NRARP,-0.944831918
NRAS,-0.351938429
NRBF2,-0.529877309
NRBP1,-0.649001709
NRBP2,-3.025430254
NRCAM,-1.180266928
NRD1,-0.919908195
NRDE2,-0.613487893
NREP,-0.666464501
NRF1,-2.802174302
NRG1,-0.664481659
NRG2,-0.015843542
NRG3,-0.68190358
NRG4,-1.115642212
NRGN,-0.978846159
NRIP1,-0.897459551
NRIP2,-0.200954842
NRIP3,-0.339059463
NRK,-0.379433508
NRL,-0.957310347
NRM,-0.268935923
NRN1,-0.336651429
NRN1L,-0.755979282
NRP1,-0.290987016
NRP2,-1.583746763
NRROS,-0.750881839
NRSN1,-0.325754336
NRSN2,-0.671873153
NRTN,-0.173796303
NRXN1,-0.96885058
NRXN2,-0.240687537
NRXN3,-0.712990229
NSA2,-0.877267888
NSD1,-13.28762794
NSDHL,-2.789239307
NSF,-0.316100591
NSFL1C,-0.209760465
NSG1,-0.699688217
NSL1,-1.27349933
NSMAF,-0.651518443
NSMCE1,-0.730399517
NSMCE2,-0.475306756
NSMCE4A,-1.198289842
NSMF,-0.193926978
NSRP1,-0.836061634
NSUN2,-0.61987427
NSUN3,-1.033387992
NSUN4,-2.141737146
NSUN5,-0.296440337
NSUN6,-0.403680553
NSUN7,-0.344612597
NT5C,-0.708173988
NT5C1A,-0.968952289
NT5C1B,-0.839757792
NT5C1B-RDH14,-0.735606462
NT5C2,-0.865908666
NT5C3A,-1.309487892
NT5C3B,-0.603886374
NT5DC1,-0.88092477
NT5DC2,-0.445991834
NT5DC3,-0.996646165
NT5DC4,-0.732256843
NT5E,-0.236204348
NT5M,-0.179411387
NTAN1,-0.422193384
NTF3,-1.522551198
NTF4,-0.793633249
NTHL1,-0.225932701
NTM,-0.971997162
NTMT1,-0.510473356
NTN1,-1.545636796
NTN3,-0.927847207
NTN4,-0.453396078
NTN5,-0.574894025
NTNG1,-0.236752834
NTNG2,-0.825417309
NTPCR,-0.681870346
NTRK1,-1.066402454
NTRK2,-1.0780681
NTRK3,-0.86334608
NTS,-0.411663879
NTSR1,-0.430855053
NTSR2,-0.7159536
NUAK1,-0.851200288
NUAK2,-0.716196527
NUB1,-1.024435005
NUBP1,-0.27895295
NUBP2,-0.700787566
NUBPL,-1.784554698
NUCB1,-1.007439828
NUCB2,-0.532000823
NUCKS1,-2.111419305
NUDC,-0.402534515
NUDCD1,-0.992326018
NUDCD2,-0.921682179
NUDCD3,-0.696532964
NUDT1,-2.471776702
NUDT10,-1.003411344
NUDT11,-0.349657551
NUDT12,-0.606074539
NUDT13,-1.238609256
NUDT14,-0.752781777
NUDT15,-1.575994641
NUDT16,-0.3838008
NUDT16L1,-0.2240973
NUDT17,-1.239247978
NUDT18,-0.551275863
NUDT19,-0.414299281
NUDT2,-0.689485584
NUDT21,-0.582832342
NUDT22,-1.289121701
NUDT3,-0.69512791
NUDT4,-0.166018258
NUDT5,-0.737614459
NUDT6,-0.472902034
NUDT7,-0.397992225
NUDT8,-1.018213872
NUDT9,-2.031831322
NUF2,-0.338429833
NUFIP1,-2.141999588
NUFIP2,-0.879554767
NUGGC,-0.157341556
NUMA1,-0.774436192
NUMB,-1.985439691
NUMBL,-0.353894798
NUP107,-0.725474928
NUP133,-1.842071084
NUP153,-1.515688843
NUP155,-1.195541202
NUP160,-0.381247312
NUP188,-0.565933374
NUP205,-1.178741002
NUP210,-0.817348724
NUP210L,-0.73698722
NUP214,-0.650798273
NUP35,-0.210430186
NUP37,-1.328338056
NUP43,-1.241349469
NUP50,-0.243291596
NUP54,-0.503687196
NUP62,-1.624851997
NUP62CL,-0.452597863
NUP85,-0.659493892
NUP88,-0.488361877
NUP93,-0.955072484
NUP98,-0.396568832
NUPL1,-0.348360908
NUPL2,-0.648984092
NUPR1,-0.707233175
NUPR1L,-0.509792016
NUS1,-0.42455967
NUSAP1,-0.780332748
NUTF2,-0.490392245
NUTM1,-0.248487893
NUTM2A,-0.893173374
NUTM2D,-0.718192429
NUTM2F,-0.2711373
NUTM2G,-0.615560219
NVL,-0.983395214
NWD1,-0.21326324
NWD2,-0.027101237
NXF1,-0.381382005
